ISODateTimeUTC,SecondsSince1970,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Leg,Line_C,Line_L,Line_R,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,Side_lines,TimeLocal,TimeUTC,Total_lines,Trim,TWA_Abs,VMC,VMG,XTE,Heel,DistanceToLeader,COG,BelowLineCalc,TWD,TWS,TWA,SOG
2025-06-09T12:27:00.060Z,1749472020.060,20.1,20.1,43.5089933,43.508995127,43.508989037,43.508982947,,0.5,0.6,33.3,5867.91,,4.100479,4.100478344,4.100480531,4.100482718,2.5,,,33.9,1749479220060,1749472020060,34.4,15.6,105.106,,3.675,,-20.1,,345.4,68.247,240.294,6.494,-105.106,14.1
2025-06-09T12:27:00.160Z,1749472020.160,19.6,19.6,43.5090001,43.509001932,43.508995825,43.508989719,,0,0.7,31.32,5868.693,,4.1004765,4.10047587,4.100477969,4.100480069,2.5,,6,31.971,1749479220160,1749472020160,32.471,15.8,105.716,,3.792,,-19.6,,346,68.253,240.284,6.484,-105.716,14
2025-06-09T12:27:00.256Z,1749472020.256,15.2,15.2,43.5090066,43.509008424,43.509002345,43.508996266,,0.5,0.7,29.4,5869.432,,4.1004746,4.100473926,4.100476172,4.100478418,2.5,,-10.309,30.1,1749479220256.998,1749472020256.998,30.6,19.9,104.726,,3.584,,-15.2,,345,68.292,240.274,6.474,-104.726,14.1
2025-06-09T12:27:00.359Z,1749472020.359,15.5,15.5,43.5090131,43.509014951,43.50900878,43.509002608,,0.5,0.7,27.7,5870.177,,4.1004724,4.10047189,4.10047359,4.100475291,2.5,,36.274,29.636,1749479220359,1749472020359,31.435,19.8,108.436,,4.427,,-15.5,,348.7,68.324,240.264,6.464,-108.436,14
2025-06-09T12:27:00.454Z,1749472020.454,11.6,11.6,43.5090198,43.509021636,43.509015516,43.509009397,,0.5,0.7,28.5,5870.943,,4.1004702,4.100469592,4.100471618,4.100473644,2.5,,-22.917,29.2,1749479220454.999,1749472020454.999,32.22,21.8,106.245,,3.917,,-11.6,,346.5,68.341,240.255,6.455,-106.245,14
2025-06-09T12:27:00.560Z,1749472020.560,13.9,13.9,43.5090264,43.50902824,43.509022106,43.509015971,,0.5,0.5,31.5,5871.711,,4.1004674,4.100466819,4.100468756,4.100470693,2.5,,5.714,32,1749479220560,1749472020560,33.08,16,106.856,,4.06,,-13.9,,347.1,68.318,240.244,6.444,-106.856,14
2025-06-09T12:27:00.655Z,1749472020.655,17.2,17.2,43.5090327,43.509034504,43.509028492,43.50902248,,,0.7,34.3,5872.447,,4.1004646,4.10046383,4.100466396,4.100468962,2.5,,-45.263,35,1749479220655,1749472020655,33.857,11.1,102.565,,3.068,,-17.2,,342.8,68.269,240.234,6.435,-102.565,14.1
2025-06-09T12:27:00.757Z,1749472020.757,22,22,43.5090393,43.509041104,43.509035092,43.50902908,,0.5,0.2,34,5873.22,,4.1004616,4.10046083,4.100463396,4.100465962,2.5,,0,34.2,1749479220757.998,1749472020757.998,34.7,9.7,102.576,,3.092,,-22,,342.8,68.229,240.224,6.424,-102.576,14.2
2025-06-09T12:27:00.856Z,1749472020.856,25.3,25.3,43.5090458,43.509047598,43.509041605,43.509035613,,0.5,0.4,32.8,5873.97,,4.1004591,4.100458304,4.100460957,4.10046361,2.5,,-6.122,33.2,1749479220856,1749472020856,33.7,14,101.986,,2.97,,-25.3,,342.2,68.222,240.214,6.414,-101.986,14.3
2025-06-09T12:27:00.957Z,1749472020.957,18.2,18.2,43.5090528,43.509054625,43.509048543,43.509042461,,1.1,0.5,29.9,5874.767,,4.100457,4.100456331,4.100458562,4.100460793,2.5,,28.432,30.4,1749479220957.999,1749472020957.999,31.5,16.3,104.896,,3.702,,-18.2,,345.1,68.274,240.204,6.404,-104.896,14.4
