ISODateTimeUTC,SecondsSince1970,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Leg,Line_C,Line_L,Line_R,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,Side_lines,TimeLocal,TimeUTC,Total_lines,Trim,TWA_Abs,VMC,VMG,XTE,Heel,DistanceToLeader,COG,BelowLineCalc,TWD,TWS,TWA,SOG
2025-06-09T13:03:00.051Z,1749474180.051,8.8,-8.8,43.5081942,43.508196086,43.5081898,43.508183514,,1.8,0,18.7,21685.668,,4.0978544,4.097854273,4.097854697,4.097855121,2.5,,,18.7,1749481380051,1749474180051,20.5,5.9,118.005,,0.61,,8.8,,357.2,-159.293,239.195,7.9,-118.005,1.3
2025-06-09T13:03:00.164Z,1749474180.164,4.6,-4.6,43.5081946,43.508196326,43.508190572,43.508184818,,2,0.1,18.3,21685.723,,4.097854,4.097852945,4.097856461,4.097859976,2.5,,-185.091,18.4,1749481380164.998,1749474180164.998,20.4,4.9,96.916,,0.157,,4.6,,336.1,-159.389,239.184,7.9,-96.916,1.3
2025-06-09T13:03:00.257Z,1749474180.257,1.1,-1.1,43.508195,43.508196608,43.508191248,43.508185887,,2,0.1,18.046,21685.789,,4.0978534,4.097852036,4.097856583,4.09786113,2.5,,-82.796,18.146,1749481380257.998,1749474180257.998,20.387,5.2,89.226,,0.018,,1.1,,328.4,-159.451,239.174,7.9,-89.226,1.3
2025-06-09T13:03:00.354Z,1749474180.354,3.8,3.8,43.5081954,43.508196562,43.508192688,43.508188813,,2.3,0.1,17.784,21685.84,,4.0978531,4.097851049,4.097857886,4.097864724,2.5,,-212.496,17.884,1749481380354,1749474180354,20.373,6.1,68.835,,0.433,,-3.8,,308,-159.53,239.165,7.9,-68.835,1.2
2025-06-09T13:03:00.457Z,1749474180.457,4.4,4.4,43.5081958,43.508197527,43.508191769,43.508186011,,2.25,0.1,17.5,21685.895,,4.0978527,4.097851649,4.097855151,4.097858653,2.5,,271.157,17.6,1749481380457.999,1749474180457.999,20.358,7.7,97.046,,0.147,,-4.4,,336.2,-159.455,239.154,7.9,-97.046,1.2
2025-06-09T13:03:00.564Z,1749474180.564,0.6,-0.6,43.5081963,43.508197885,43.508192601,43.508187317,,2.2,0.1,18.1,21685.955,,4.0978524,4.097850986,4.097855699,4.097860413,2.5,,-85.848,17.975,1749481380564,1749474180564,20.342,9.5,87.956,,0.039,,0.6,,327.1,-159.496,239.144,7.9,-87.956,1.1
2025-06-09T13:03:00.656Z,1749474180.656,6.4,-6.4,43.5081968,43.50819849,43.508192857,43.508187225,,2.2,0.1,18.2,21686.012,,4.0978522,4.097851038,4.09785491,4.097858782,2.5,,69.565,18.3,1749481380656,1749474180656,20.329,10.6,94.366,,0.084,,6.4,,333.5,-159.474,239.134,7.9,-94.366,1.1
2025-06-09T13:03:00.760Z,1749474180.760,6.7,-6.7,43.508197,43.508198794,43.508192815,43.508186836,,2.2,0.1,18,21686.066,,4.0978516,4.097850787,4.097853497,4.097856207,2.5,,79.049,18.195,1749481380760.998,1749474180760.998,20.314,12.1,102.676,,0.263,,6.7,,341.8,-159.485,239.124,7.9,-102.676,1.2
2025-06-09T13:03:00.856Z,1749474180.856,3.3,-3.3,43.5081972,43.508197824,43.508195744,43.508193664,,2.2,0.1,18,21686.143,,4.0978507,4.097848243,4.097856433,4.097864622,2.5,,-552.62,18.1,1749481380856,1749474180856,20.3,9.3,50.186,,0.768,,3.3,,289.3,-159.711,239.114,7.9,-50.186,1.2
2025-06-09T13:03:00.964Z,1749474180.964,0.5,-0.5,43.5081971,43.508197554,43.508196042,43.50819453,,2.2,0.317,18.2,21686.23,,4.0978496,4.097847073,4.097855496,4.09786392,2.5,,-50,18.86,1749481380964,1749474180964,21.006,5.1,44.796,,0.71,,0.5,,283.9,-159.81,239.104,7.9,-44.796,1
2025-06-09T13:03:01.055Z,1749474181.055,1.4,1.4,43.5081974,43.50819739,43.508197423,43.508197456,,2.1,0.5,19,21686.305,,4.0978488,4.097846197,4.097854874,4.097863551,2.5,,-156.044,19.5,1749481381055,1749474181055,21.6,4.3,30.611,,1.463,,-1.4,,269.7,-159.883,239.089,7.894,-30.611,1.7
2025-06-09T13:03:01.163Z,1749474181.163,6.4,6.4,43.5081973,43.508198148,43.508195321,43.508192493,,2.206,0.6,19.319,21686.393,,4.0978477,4.097845374,4.097853126,4.097860879,2.5,,250,19.926,1749481381163,1749474181163,21.878,4.2,57.633,,0.642,,-6.4,,296.7,-159.925,239.067,7.884,-57.633,1.2
2025-06-09T13:03:01.257Z,1749474181.257,11.1,11.1,43.5081977,43.508197359,43.508198495,43.508199631,,2.299,0.7,19.6,21686.465,,4.097847,4.09784444,4.097852974,4.097861509,2.5,,-390.534,20.3,1749481381257.998,1749474181257.998,22.123,3.7,20.552,,1.217,,-11.1,,259.6,-160.02,239.048,7.874,-20.552,1.3
2025-06-09T13:03:01.360Z,1749474181.360,15.2,15.2,43.508198,43.508199115,43.508195398,43.508191681,,2.4,0.529,19.986,21686.531,,4.0978463,4.097844199,4.097851202,4.097858204,2.5,,452.423,20.436,1749481381360.999,1749474181360.999,22.388,3.9,67.172,,0.504,,-15.2,,306.2,-159.988,239.028,7.864,-67.172,1.3
2025-06-09T13:03:01.444Z,1749474181.444,17.7,17.7,43.5081984,43.508199372,43.508196131,43.50819289,,2.3,0.39,20.3,21686.609,,4.0978455,4.097843269,4.097850707,4.097858145,2.5,,-61.906,20.548,1749481381444.998,1749474181444.998,22.604,5.1,61.989,,0.611,,-17.7,,301,-160.053,239.011,7.856,-61.989,1.3
2025-06-09T13:03:01.560Z,1749474181.560,6.3,6.3,43.5081989,43.508199988,43.508196361,43.508192733,,2.2,0.2,20.5,21686.678,,4.097845,4.097842873,4.097849963,4.097857054,2.5,,36.521,20.7,1749481381560,1749474181560,22.9,4.7,66.212,,0.524,,-6.3,,305.2,-160.065,238.988,7.844,-66.212,1.3
2025-06-09T13:03:01.656Z,1749474181.656,1.4,-1.4,43.5081995,43.508201039,43.508195909,43.508190779,,2.2,0.4,20.1,21686.76,,4.0978444,4.097842892,4.097847919,4.097852945,2.5,,202.083,20.5,1749481381656,1749474181656,22.7,3.7,85.631,,0.107,,1.4,,324.6,-160.033,238.969,7.834,-85.631,1.4
2025-06-09T13:03:01.760Z,1749474181.760,2.6,-2.6,43.5081999,43.508201437,43.508196313,43.50819119,,2.2,0.1,19.6,21686.82,,4.0978439,4.097842388,4.097847427,4.097852466,2.5,,-0.952,19.7,1749481381760.998,1749474181760.998,21.9,2.8,85.552,,0.116,,2.6,,324.5,-160.061,238.948,7.824,-85.552,1.5
2025-06-09T13:03:01.856Z,1749474181.856,1,1,43.5082003,43.508201778,43.508196852,43.508191927,,2.1,0,20.3,21686.871,,4.0978436,4.097841979,4.097847381,4.097852783,2.5,,-31.578,20.3,1749481381856,1749474181856,22.4,3.5,82.571,,0.181,,-1,,321.5,-160.083,238.929,7.814,-82.571,1.4
2025-06-09T13:03:01.960Z,1749474181.960,4.8,4.8,43.5082005,43.508202112,43.50819674,43.508191368,,2.048,0.1,20.72,21686.924,,4.097843,4.097841644,4.097846165,4.097850686,2.5,,67.62,20.772,1749481381960.998,1749474181960.998,22.82,5.7,89.692,,0.008,,-4.8,,328.6,-160.099,238.908,7.804,-89.692,1.4
2025-06-09T13:03:02.056Z,1749474182.056,2.5,2.5,43.5082011,43.50820185,43.50819935,43.508196851,,2,0.1,21.1,21686.992,,4.0978428,4.097840411,4.097848375,4.097856338,2.5,,-370.519,21.2,1749481382056,1749474182056,23.2,6.7,54.472,,0.697,,-2.5,,293.4,-160.203,238.928,7.783,-54.472,1.2
2025-06-09T13:03:02.164Z,1749474182.164,4.6,-4.6,43.5082018,43.508203631,43.508197527,43.508191423,,1.7,0,21.7,21687.07,,4.0978428,4.097842166,4.09784428,4.097846394,2.5,,486.111,21.7,1749481382164,1749474182164,23.4,8.1,106.918,,0.32,,4.6,,345.9,-160.014,238.982,7.751,-106.918,1.1
2025-06-09T13:03:02.260Z,1749474182.260,10.1,-10.1,43.5082025,43.508204387,43.508198097,43.508191807,,1.7,0.1,22.6,21687.148,,4.0978427,4.097842614,4.097842901,4.097843189,2.5,,125.776,22.7,1749481382260.998,1749474182260.998,24.4,9.6,119.07,,0.534,,10.1,,358.1,-159.957,239.031,7.722,-119.07,1.1
2025-06-09T13:03:02.360Z,1749474182.360,11.2,-11.2,43.5082025,43.508204379,43.508198116,43.508191854,,1.4,0.066,23.8,21687.148,,4.0978427,4.097842441,4.097843303,4.097844165,2.5,,-38.383,23.903,1749481382360,1749474182360,25.478,12.3,115.22,,0.597,,11.2,,354.3,-159.971,239.08,7.692,-115.22,1.4
2025-06-09T13:03:02.456Z,1749474182.456,12.5,-12.5,43.5082025,43.508204379,43.508198116,43.508191854,,1.4,0.032,24.741,21687.189,,4.0978422,4.097841941,4.097842803,4.097843665,2.5,,0,25.07,1749481382456,1749474182456,26.523,15.4,115.172,,0,,12.5,,354.3,-160.01,239.128,7.663,-115.172,0
2025-06-09T13:03:02.548Z,1749474182.548,15.8,-15.8,43.5082025,43.508202799,43.508201803,43.508200808,,1.3,0,25.642,21687.23,,4.0978417,4.09783913,4.097847698,4.097856266,2.5,,-817.391,26.188,1749481382548,1749474182548,27.524,14.1,39.926,,0.69,,15.8,,279.1,-160.275,239.174,7.636,-39.926,0.9
2025-06-09T13:03:02.656Z,1749474182.656,16.6,-16.6,43.5082026,43.508202305,43.508203289,43.508204274,,1.2,0.8,26.7,21687.295,,4.0978409,4.097838329,4.097846899,4.09785547,2.5,,-167.593,27.5,1749481382656,1749474182656,28.7,8.5,21.772,,1.207,,16.6,,261,-160.351,239.228,7.603,-21.772,1.3
2025-06-09T13:03:02.759Z,1749474182.759,11.9,-11.9,43.5082024,43.508202734,43.50820162,43.508200505,,1.3,0.955,27.936,21687.379,,4.0978399,4.097837338,4.097845878,4.097854418,2.5,,186.408,28.891,1749481382759,1749474182759,29.886,1.6,40.921,,0.831,,11.9,,280.2,-160.416,239.279,7.572,-40.921,1.1
2025-06-09T13:03:02.856Z,1749474182.856,5,-5,43.5082024,43.508201998,43.508203338,43.508204679,,1.3,1.1,29.1,21687.443,,4.0978391,4.097836557,4.097845035,4.097853513,2.5,,-231.959,30.2,1749481382856,1749474182856,31.003,-2.1,18.372,,1.139,,5,,257.7,-160.498,239.328,7.543,-18.372,1.2
2025-06-09T13:03:02.960Z,1749474182.960,4.1,4.1,43.5082023,43.508202221,43.508202484,43.508202748,,1.3,0.9,30,21687.492,,4.0978385,4.097835899,4.097844569,4.097853239,2.5,,95.192,30.9,1749481382960,1749474182960,32.2,-0.7,28.22,,0.881,,-4.1,,267.6,-160.543,239.38,7.512,-28.22,1
2025-06-09T13:03:03.058Z,1749474183.058,11.3,11.3,43.5082028,43.508202446,43.508203625,43.508204805,,1.431,0.7,29.8,21687.555,,4.0978382,4.097835643,4.097844167,4.09785269,2.5,,-85.714,30.5,1749481383058,1749474183058,32.22,1.5,19.777,,1.035,,-11.3,,259.2,-160.556,239.423,7.506,-19.777,1.1
2025-06-09T13:03:03.165Z,1749474183.165,4.9,4.9,43.5082037,43.508205463,43.508199587,43.508193712,,1.576,0.8,29.7,21687.654,,4.0978381,4.097837167,4.097840277,4.097843386,2.5,,738.902,30.5,1749481383165.998,1749474183165.998,32.241,2.6,99.534,,0.199,,-4.9,,339,-160.349,239.466,7.517,-99.534,1.2
2025-06-09T13:03:03.259Z,1749474183.259,4.9,-4.9,43.5082046,43.508206471,43.508200234,43.508193998,,1.7,0.704,30.2,21687.758,,4.0978378,4.097837451,4.097838614,4.097839776,2.5,,143.008,30.659,1749481383259,1749474183259,32.26,4.3,112.796,,0.542,,4.9,,352.3,-160.298,239.504,7.526,-112.796,1.4
2025-06-09T13:03:03.359Z,1749474183.359,12.4,-12.4,43.5082054,43.508207254,43.508201074,43.508194894,,1.5,0.602,30.9,21687.848,,4.0978376,4.097837108,4.097838749,4.097840389,2.5,,-32,30.83,1749481383359,1749474183359,32.28,6.3,109.556,,0.636,,12.4,,349.1,-160.302,239.544,7.536,-109.556,1.9
2025-06-09T13:03:03.457Z,1749474183.457,16.3,-16.3,43.508206,43.50820785,43.508201683,43.508195516,,1.3,0.5,30.5,21687.916,,4.0978378,4.097837281,4.097839011,4.097840741,2.5,,-6.061,31,1749481383457.999,1749474183457.999,32.3,6.6,108.917,,0.421,,16.3,,348.5,-160.271,239.583,7.546,-108.917,1.3
2025-06-09T13:03:03.560Z,1749474183.560,13.8,-13.8,43.5082063,43.508208149,43.508201985,43.50819582,,1.2,0.6,30.3,21687.949,,4.0978378,4.097838323,4.097836579,4.097834834,2.5,,-3302.91,30.9,1749481383560,1749474183560,32.1,8,131.976,,1.07,,13.8,,11.6,-160.181,239.624,7.556,-131.976,1.6
2025-06-09T13:03:03.644Z,1749474183.644,9.6,-9.6,43.5082069,43.508208778,43.508202517,43.508196256,,1.3,0.8,30.1,21688.018,,4.0978376,4.097837337,4.097838214,4.097839091,2.5,,4078.572,30.9,1749481383644,1749474183644,32.2,9.7,114.542,,0.291,,9.6,,354.2,-160.239,239.658,7.564,-114.542,0.7
2025-06-09T13:03:03.762Z,1749474183.762,9.9,-9.9,43.5082071,43.508208954,43.508202774,43.508196594,,1.1,0.9,30.3,21688.041,,4.0978375,4.097837008,4.097838649,4.097840289,2.5,,-43.22,31.2,1749481383762,1749474183762,32.3,10.4,109.395,,0.398,,9.9,,349.1,-160.26,239.705,7.576,-109.395,1.2
2025-06-09T13:03:03.856Z,1749474183.856,9.8,-9.8,43.5082073,43.508209063,43.508203187,43.508197312,,1.2,1,30.8,21688.096,,4.0978369,4.097835967,4.097839077,4.097842186,2.5,,-107.447,31.8,1749481383856,1749474183856,33,10,99.258,,0.113,,9.8,,339,-160.337,239.742,7.586,-99.258,0.7
2025-06-09T13:03:03.960Z,1749474183.960,7,-7,43.5082075,43.508208161,43.508205957,43.508203753,,1.4,1.2,31.2,21688.141,,4.0978364,4.097833962,4.097842089,4.097850217,2.5,,-466.346,32.4,1749481383960,1749474183960,33.8,9,50.716,,0.823,,7,,290.5,-160.52,239.784,7.596,-50.716,1.3
2025-06-09T13:03:04.059Z,1749474184.059,4.4,-4.4,43.5082076,43.508208617,43.508205226,43.508201836,,1.5,1.3,31.6,21688.184,,4.0978359,4.097833707,4.097841017,4.097848327,2.5,,122.222,32.9,1749481384059,1749474184059,34.4,8.6,62.788,,0.594,,4.4,,302.6,-160.526,239.812,7.618,-62.788,1.3
2025-06-09T13:03:04.161Z,1749474184.161,0.7,-0.7,43.5082077,43.508208102,43.508206762,43.508205421,,1.2,1.1,31.5,21688.256,,4.097835,4.097832457,4.097840935,4.097849413,2.5,,-197.089,32.6,1749481384161.999,1749474184161.999,33.8,7.4,42.468,,0.811,,0.7,,282.3,-160.639,239.832,7.649,-42.468,1.1
2025-06-09T13:03:04.256Z,1749474184.256,1.2,1.2,43.5082079,43.508208045,43.508207562,43.508207079,,0.9,1.2,31.5,21688.316,,4.0978343,4.097831704,4.097840356,4.097849008,2.5,,-83.159,32.7,1749481384256.998,1749474184256.998,33.6,5.8,34.549,,1.071,,-1.2,,274.4,-160.699,239.851,7.677,-34.549,1.3
2025-06-09T13:03:04.360Z,1749474184.360,2,2,43.5082082,43.508208901,43.508206564,43.508204227,,0.9,1.2,31.5,21688.391,,4.0978335,4.097831083,4.09783914,4.097847197,2.5,,168.929,32.648,1749481384360,1749474184360,33.6,4.6,51.928,,0.74,,-2,,291.8,-160.722,239.872,7.708,-51.928,1.2
2025-06-09T13:03:04.456Z,1749474184.456,1.8,1.8,43.5082084,43.508209266,43.508206379,43.508203493,,1,1.2,31.4,21688.443,,4.0978329,4.097830587,4.097838298,4.097846008,2.5,,57.292,32.6,1749481384456,1749474184456,33.6,4,57.409,,0.539,,-1.8,,297.3,-160.75,239.891,7.737,-57.409,1
2025-06-09T13:03:04.559Z,1749474184.559,0.7,-0.7,43.5082087,43.50820965,43.508206484,43.508203318,,1,1.303,31.4,21688.508,,4.0978322,4.09782995,4.09783745,4.097844949,2.5,,28.156,32.212,1749481384559,1749474184559,33.253,4,60.288,,0.545,,0.7,,300.2,-160.788,239.912,7.768,-60.288,1.1
2025-06-09T13:03:04.656Z,1749474184.656,6.5,-6.5,43.5082092,43.508210248,43.508206756,43.508203264,,1,1.4,31.013,21688.578,,4.0978317,4.097829534,4.097836753,4.097843973,2.5,,36.082,31.846,1749481384656,1749474184656,32.925,2.5,63.769,,0.486,,6.5,,303.7,-160.803,239.931,7.797,-63.769,1.1
2025-06-09T13:03:04.759Z,1749474184.759,7.9,-7.9,43.5082096,43.508211098,43.508206105,43.508201112,,1.206,1.245,30.602,21688.637,,4.0978312,4.097829615,4.097834898,4.09784018,2.5,,182.524,31.458,1749481384759,1749474184759,32.578,1.2,82.548,,0.156,,7.9,,322.5,-160.772,239.952,7.828,-82.548,1.2
2025-06-09T13:03:04.856Z,1749474184.856,6.2,-6.2,43.5082098,43.508211078,43.508206818,43.508202558,,1.4,1.1,30.215,21688.67,,4.0978309,4.097828984,4.097835371,4.097841759,2.5,,-102.062,31.092,1749481384856,1749474184856,32.251,0.6,72.629,,0.328,,6.2,,312.6,-160.822,239.971,7.857,-72.629,1.1
2025-06-09T13:03:04.960Z,1749474184.960,3.9,-3.9,43.50821,43.508211342,43.508206869,43.508202395,,1.2,0.9,29.8,21688.709,,4.0978305,4.097828669,4.097834773,4.097840876,2.5,,25.961,30.7,1749481384960,1749474184960,31.9,1.4,75.308,,0.279,,3.9,,315.3,-160.839,239.992,7.888,-75.308,1.1
2025-06-09T13:03:05.062Z,1749474185.062,4.8,-4.8,43.5082103,43.508211353,43.508207843,43.508204333,,1.371,0.8,29.1,21688.746,,4.0978303,4.097828139,4.097835342,4.097842544,2.5,,-111.765,29.9,1749481385062,1749474185062,30.399,3.4,63.912,,0.352,,4.8,,303.9,-160.879,239.988,7.906,-63.912,0.8
2025-06-09T13:03:05.160Z,1749474185.160,6.6,-6.6,43.5082096,43.508211306,43.50820562,43.508199935,,1.536,0.5,27.3,21688.828,,4.09783,4.097828883,4.097832605,4.097836327,2.5,,310.104,27.8,1749481385160.999,1749474185160.999,28.942,6.4,94.632,,0.065,,6.6,,334.6,-160.823,239.968,7.916,-94.632,0.8
2025-06-09T13:03:05.259Z,1749474185.259,8,8,43.508209,43.508207171,43.508213267,43.508219363,,1.7,0.2,25.6,21688.902,,4.0978296,4.097828953,4.097831111,4.097833269,2.5,,-1430.598,25.8,1749481385259,1749474185259,27.5,10.5,45.548,,0.84,,8,,194.4,-160.939,239.948,7.926,45.548,1.2
2025-06-09T13:03:05.360Z,1749474185.360,11.4,11.4,43.5082093,43.508207569,43.50821334,43.508219112,,1.7,0.303,23.9,21688.943,,4.0978293,4.097828262,4.097831722,4.097835182,2.5,,90.099,24.151,1749481385360,1749474185360,25.903,12.8,36.428,,0.885,,11.4,,203.5,-160.981,239.928,7.936,36.428,1.1
2025-06-09T13:03:05.454Z,1749474185.454,14.2,-14.2,43.5082093,43.508210723,43.50820598,43.508201238,,1.8,0.4,22.2,21688.943,,4.0978293,4.097827589,4.097833293,4.097838997,2.5,,1214.749,22.6,1749481385454.999,1749474185454.999,24.4,11.8,78.991,,0.134,,14.2,,318.9,-160.941,239.909,7.945,-78.991,0.7
2025-06-09T13:03:05.559Z,1749474185.559,12.2,-12.2,43.5082096,43.508211023,43.50820628,43.508201538,,2.2,0.348,21.1,21688.984,,4.097829,4.097827289,4.097832993,4.097838697,2.5,,0,21.565,1749481385559,1749474185559,23.572,7.3,79.012,,0,,12.2,,318.9,-160.955,239.888,7.956,-79.012,0
2025-06-09T13:03:05.656Z,1749474185.656,7.2,-7.2,43.5082099,43.508211533,43.508206089,43.508200644,,2.2,0.3,20.3,21689.037,,4.0978285,4.097827194,4.097831546,4.097835898,2.5,,113.402,20.6,1749481385656,1749474185656,22.8,5.6,90.031,,0.001,,7.2,,329.9,-160.948,239.869,7.966,-90.031,1.2
2025-06-09T13:03:05.759Z,1749474185.759,1.9,-1.9,43.5082101,43.508211412,43.50820704,43.508202668,,2.4,0.232,19.583,21689.09,,4.0978279,4.097826027,4.097832269,4.097838511,2.5,,-154.369,20.372,1749481385759,1749474185759,22.598,5.6,74.152,,0.273,,1.9,,314,-161.042,239.848,7.976,-74.152,1
2025-06-09T13:03:05.857Z,1749474185.857,1.9,1.9,43.5082101,43.508210989,43.508208025,43.508205061,,2.3,0.168,18.9,21689.146,,4.0978272,4.097824904,4.097832558,4.097840213,2.5,,-162.245,20.156,1749481385857,1749474185857,22.405,5.8,58.271,,0.526,,-1.9,,298.1,-161.142,239.829,7.986,-58.271,1
2025-06-09T13:03:05.960Z,1749474185.960,5.4,5.4,43.5082104,43.508210423,43.508210346,43.508210269,,2.3,0.1,19.15,21689.219,,4.0978264,4.097823797,4.097832474,4.09784115,2.5,,-266.019,19.928,1749481385960,1749474185960,22.202,7.4,30.892,,0.944,,-5.4,,270.7,-161.245,239.808,7.996,-30.892,1.1
2025-06-09T13:03:06.063Z,1749474186.063,4.7,4.7,43.5082107,43.50821141,43.508209043,43.508206675,,2.3,0.3,19.4,21689.293,,4.0978256,4.097823188,4.097831228,4.097839268,2.5,,207.767,19.7,1749481386063,1749474186063,22,9.8,52.3,,0.673,,-4.7,,292.1,-161.263,239.8,8.013,-52.3,1.1
2025-06-09T13:03:06.160Z,1749474186.160,0.1,0.1,43.5082111,43.508212035,43.508208917,43.508205799,,2.148,0.4,19.5,21689.352,,4.0978251,4.097822839,4.097830376,4.097837914,2.5,,77.552,19.9,1749481386160.999,1749474186160.999,22.152,10.1,59.9,,0.502,,-0.1,,299.7,-161.272,239.8,8.032,-59.9,1
2025-06-09T13:03:06.256Z,1749474186.256,7.1,-7.1,43.5082116,43.508213001,43.508208331,43.508203662,,2,0.5,19.8,21689.416,,4.0978247,4.097822955,4.097828772,4.09783459,2.5,,189.585,20.3,1749481386256.998,1749474186256.998,22.3,8.7,78.1,,0.227,,7.1,,317.9,-161.235,239.8,8.051,-78.1,1.1
2025-06-09T13:03:06.359Z,1749474186.359,10.2,-10.2,43.5082121,43.508213801,43.50820813,43.508202459,,2.051,0.4,19.697,21689.484,,4.0978242,4.097823071,4.097826834,4.097830597,2.5,,160.781,20.146,1749481386359,1749474186359,22.197,6.4,94.5,,0.086,,10.2,,334.3,-161.202,239.8,8.072,-94.5,1.1
2025-06-09T13:03:06.456Z,1749474186.456,9.8,-9.8,43.5082124,43.50821374,43.508209274,43.508204808,,2.1,0.4,19.6,21689.543,,4.0978236,4.097821766,4.09782788,4.097833994,2.5,,-196.907,20,1749481386456,1749474186456,22.1,4.3,75.4,,0.302,,9.8,,315.2,-161.306,239.8,8.091,-75.4,1.2
2025-06-09T13:03:06.559Z,1749474186.559,8.2,-8.2,43.5082126,43.508213826,43.508209739,43.508205652,,2,0.2,19.9,21689.59,,4.0978231,4.097821121,4.097827719,4.097834317,2.5,,-45.631,20.1,1749481386559,1749474186559,22.1,2.8,70.7,,0.397,,8.2,,310.5,-161.353,239.8,8.112,-70.7,1.2
