ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-08T08:23:00.078Z,1749370980.078,12.8,-46.8,46.8,46.8,43.5168015,43.516803341,43.516797204,43.516791067,89.338,7.3,3.4,7797.764,4.1058955,4.105896077,4.105894154,4.105892231,2.5,,10.7,21.3,1749378180078,1749370980078,94.199,16.3,-68.731,68.731,304.069,8.008,7.726
2025-06-08T08:23:00.156Z,1749370980.156,10.8,-48.3,48.3,48.3,43.5168116,43.516813455,43.516807273,43.516801091,91.088,6.6,3.2,7798.902,4.1058978,4.105898288,4.105896662,4.105895035,2.5,-25.641,9.8,21.4,1749378180156,1749370980156,96.64,14.3,-66.762,66.762,304.038,8.016,8.443
2025-06-08T08:23:00.259Z,1749370980.259,9,-45.3,45.3,45.3,43.5168218,43.516823665,43.516817449,43.516811233,93.4,6.4,3.148,7800.05,4.1059,4.105900407,4.10589905,4.105897692,2.5,-17.476,9.388,21.5,1749378180259,1749370980259,99.864,15.8,-65.004,65.004,303.996,8.026,9.085
2025-06-08T08:23:00.356Z,1749370980.356,8.5,-51.1,51.1,51.1,43.5168319,43.516833767,43.516827543,43.516821319,93.9,5.9,3.1,7801.182,4.1059017,4.105902085,4.105900802,4.105899519,2.5,-5.155,9,21.6,1749378180356,1749370980356,102.9,17.1,-64.542,64.542,303.958,8.036,9.285
2025-06-08T08:23:00.456Z,1749370980.456,6.8,-42.1,42.1,42.1,43.5168425,43.516844375,43.516838126,43.516831876,94.4,5.368,3.3,7802.382,4.1059045,4.105904808,4.105903781,4.105902753,2.5,-16.832,8.241,21.8,1749378180456.999,1749370980456.999,101.862,14.3,-62.883,62.883,303.917,8.046,9.937
2025-06-08T08:23:00.555Z,1749370980.555,10.4,-39.1,39.1,39.1,43.5168531,43.516854957,43.516848767,43.516842577,92.44,4.853,1.7,7803.574,4.1059066,4.10590707,4.105905503,4.105903937,2.5,36.734,7.504,21.9,1749378180555,1749370980555,100.855,11.3,-66.522,66.522,303.878,8.056,8.725
2025-06-08T08:23:00.657Z,1749370980.657,7.9,-46.5,46.5,46.5,43.5168634,43.51686527,43.516859036,43.516852803,90.4,4.316,1.4,7804.729,4.1059084,4.105908758,4.105907565,4.105906372,2.5,-24.51,6.737,22.1,1749378180657,1749370980657,99.807,11.6,-64.063,64.063,303.837,8.066,9.666
2025-06-08T08:23:00.755Z,1749370980.755,7.3,-52.3,52.3,52.3,43.5168739,43.516875773,43.51686953,43.516863288,92.8,3.8,2.2,7805.906,4.1059103,4.105910631,4.105909528,4.105908425,2.5,-6.122,6,22.2,1749378180755,1749370980755,98.8,12.1,-63.502,63.502,303.798,8.075,9.905
2025-06-08T08:23:00.857Z,1749370980.857,7,-46.3,46.3,46.3,43.5168846,43.516886474,43.516880227,43.516873981,90.888,4.6,2.282,7807.111,4.1059126,4.105912917,4.10591186,4.105910802,2.5,-2.941,6.37,22.3,1749378180857,1749370980857,97.258,12.6,-63.243,63.243,303.757,8.086,10.04
2025-06-08T08:23:00.954Z,1749370980.954,8.9,-52.2,52.2,52.2,43.5168953,43.516897165,43.516890948,43.51688473,89.05,3.5,2.361,7808.318,4.1059151,4.105915503,4.10591416,4.105912817,2.5,19.388,6.726,22.4,1749378180954.999,1749370980954.999,95.776,13.5,-65.182,65.182,303.718,8.095,9.402
