ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-08T08:44:00.066Z,1749372240.066,2.8,-36,36,36,43.5170959,43.517097786,43.5170915,43.517085214,76,5.1,3.6,16161.245,4.104889,4.104889127,4.104888703,4.104888279,2.5,,8.7,9.9,1749379440066.999,1749372240066.999,84.7,14.1,-63.407,63.407,299.393,5.607,4.432
2025-06-08T08:44:00.156Z,1749372240.156,358.3,-41.9,41.9,41.9,43.5171011,43.517102987,43.517096697,43.517090406,75.8,4.733,3.7,16161.824,4.1048891,4.104889023,4.10488928,4.104889538,2.5,3994.338,8.475,10.2,1749379440156,1749372240156,82.422,16.1,-58.916,58.916,299.384,5.616,5.266
2025-06-08T08:44:00.257Z,1749372240.257,359.9,-46.7,46.7,46.7,43.5171063,43.517108188,43.517101895,43.517095601,74.4,4.312,3.3,16162.402,4.1048889,4.104888895,4.104888911,4.104888926,2.5,15.687,8.218,10.3,1749379440257.998,1749372240257.998,79.812,16.6,-60.526,60.526,299.374,5.626,5.068
2025-06-08T08:44:00.358Z,1749372240.358,357.2,-52.1,52.1,52.1,43.5171114,43.517113286,43.517107,43.517100714,72.7,3.9,3.446,16162.971,4.1048892,4.104889073,4.104889497,4.104889921,2.5,-26.999,7.965,10.4,1749379440358,1749372240358,77.252,20.1,-57.836,57.836,299.364,5.636,5.536
2025-06-08T08:44:00.463Z,1749372240.463,5.9,-57,57,57,43.5171167,43.517118578,43.517112318,43.517106058,69.502,4.1,3.6,16163.564,4.1048901,4.104890368,4.104889476,4.104888583,2.5,-3345.714,7.7,10.7,1749379440463,1749372240463,74.565,29.6,-66.546,66.546,299.354,5.646,4.259
2025-06-08T08:44:00.555Z,1749372240.555,10,-47.7,47.7,47.7,43.5171222,43.517124059,43.517117861,43.517111664,66.7,4.1,3.553,16164.187,4.1048915,4.104891952,4.104890445,4.104888938,2.5,44.565,7.368,10.8,1749379440555,1749372240555,72.211,32.7,-70.656,70.656,299.345,5.655,3.577
2025-06-08T08:44:00.657Z,1749372240.657,13.2,-43.3,43.3,43.3,43.5171277,43.517129538,43.517123411,43.517117284,62.6,3.5,3.5,16164.813,4.1048932,4.104893795,4.104891813,4.104889831,2.5,31.373,7,10.9,1749379440657,1749372240657,69.6,28.1,-73.866,73.866,299.334,5.666,3.029
2025-06-08T08:44:00.755Z,1749372240.755,13.5,-42.1,42.1,42.1,43.5171335,43.517135336,43.517129216,43.517123097,59.1,3.3,3.3,16165.477,4.1048951,4.104895708,4.104893682,4.104891656,2.5,3.061,6.6,11,1749379440755,1749372240755,65.7,22.4,-74.175,74.175,299.324,5.675,3
2025-06-08T08:44:00.857Z,1749372240.857,15,-34.7,34.7,34.7,43.5171395,43.517141324,43.517135245,43.517129166,56.5,3.4,3.409,16166.161,4.104897,4.104897674,4.104895428,4.104893181,2.5,14.706,7.088,11.1,1749379440857,1749372240857,65.294,19.2,-75.686,75.686,299.314,5.686,2.744
2025-06-08T08:44:00.943Z,1749372240.943,12.4,-35.8,35.8,35.8,43.5171457,43.517147544,43.517141397,43.517135251,56.557,4,3.5,16166.864,4.1048987,4.104899259,4.104897395,4.104895532,2.5,-30.233,7.5,12.7,1749379440943,1749372240943,64.952,19.4,-73.094,73.094,299.306,5.694,3.693
2025-06-08T08:44:01.080Z,1749372241.080,10.9,-40.9,40.9,40.9,43.517152,43.517153854,43.517147674,43.517141494,56.649,4.192,3.1,16167.574,4.1049001,4.104900592,4.104898951,4.10489731,2.5,-10.949,7.436,13.4,1749379441080,1749372241080,64.406,24.6,-71.592,71.592,299.308,5.692,4.231
2025-06-08T08:44:01.157Z,1749372241.157,8.4,-37.2,37.2,37.2,43.5171586,43.517160468,43.517154242,43.517148016,56.7,4.3,3.1,16168.316,4.1049015,4.10490188,4.104900613,4.104899345,2.5,-32.468,7.4,13.5,1749379441157,1749372241157,64.1,21.9,-69.084,69.084,299.316,5.684,4.819
2025-06-08T08:44:01.260Z,1749372241.260,9.1,-37.5,37.5,37.5,43.5171654,43.517167264,43.51716105,43.517154836,59.2,5,2.3,16169.079,4.1049027,4.104903112,4.104901739,4.104900367,2.5,6.731,7.3,13.5,1749379441260.998,1749372241260.998,66.5,17.2,-69.774,69.774,299.326,5.674,4.667
2025-06-08T08:44:01.355Z,1749372241.355,6.5,-41.2,41.2,41.2,43.5171723,43.517174176,43.517167923,43.51716167,61.7,4.9,1.9,16169.849,4.1049033,4.104903595,4.104902612,4.10490163,2.5,-27.659,6.8,14.4,1749379441355,1749372241355,68.5,14.4,-67.164,67.164,299.336,5.664,5.588
2025-06-08T08:44:01.460Z,1749372241.460,2.6,-46.9,46.9,46.9,43.5171791,43.517180986,43.517174699,43.517168412,62.3,3.7,2.162,16170.607,4.1049041,4.104904218,4.104903824,4.104903431,2.5,-37.143,7.36,14.6,1749379441460,1749372241460,71.335,16,-63.254,63.254,299.346,5.654,6.571
2025-06-08T08:44:01.555Z,1749372241.555,5.3,-44.7,44.7,44.7,43.517186,43.51718788,43.517181613,43.517175347,64.2,3.819,2.4,16171.377,4.1049049,4.10490514,4.104904339,4.104903537,2.5,28.421,7.867,14.5,1749379441555,1749372241555,73.9,16.2,-65.945,65.945,299.355,5.644,5.911
2025-06-08T08:44:01.657Z,1749372241.657,4.4,-39.7,39.7,39.7,43.517193,43.517194882,43.517188608,43.517182333,65.5,3.947,4,16172.159,4.1049058,4.104906,4.104905334,4.104904668,2.5,-8.824,8.411,13.8,1749379441657,1749372241657,76.654,15.2,-65.034,65.034,299.366,5.634,5.825
2025-06-08T08:44:01.755Z,1749372241.755,6.3,-38.7,38.7,38.7,43.5172002,43.517202077,43.517195821,43.517189566,69.3,4.071,3.3,16172.968,4.1049072,4.104907486,4.104906533,4.104905581,2.5,19.388,8.933,14.1,1749379441755,1749372241755,79.3,11.9,-66.924,66.924,299.375,5.624,5.526
2025-06-08T08:44:01.858Z,1749372241.858,9.3,-43.2,43.2,43.2,43.5172074,43.517209263,43.517203052,43.517196842,73.8,4.2,4.124,16173.774,4.1049084,4.104908821,4.104907418,4.104906016,2.5,29.126,9.483,14.3,1749379441858,1749372241858,82.081,10.1,-69.914,69.914,299.386,5.614,4.911
2025-06-08T08:44:01.954Z,1749372241.954,6.5,-51.8,51.8,51.8,43.5172145,43.517216376,43.517210123,43.51720387,74.7,5.1,4.9,16174.572,4.1049098,4.104910095,4.104909112,4.10490813,2.5,-28.866,10,14.5,1749379441954.999,1749372241954.999,84.7,14.2,-67.104,67.104,299.396,5.604,5.641
