ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-11T13:11:00.049Z,1749647460.049,311.8,-39.9,39.9,39.9,43.5130919,43.513093158,43.513088964,43.513084769,28.3,0,1.6,9284.343,4.0986456,4.098643659,4.098650128,4.098656598,2.5,,1.6,1.4,1749654660049.999,1749647460049.999,29.9,2.7,-132.2,132.2,179.6,5.71,0.94
2025-06-11T13:11:00.161Z,1749647460.161,311.8,-35.8,35.8,35.8,43.513092,43.513093258,43.513089064,43.513084869,28,0.1,1.2,9284.362,4.0986458,4.098643859,4.098650328,4.098656798,2.5,0,1.3,0,1749654660161.999,1749647460161.999,29.3,-2.5,-132.2,132.2,179.6,5.732,0
2025-06-11T13:11:00.259Z,1749647460.259,305.1,-36.9,36.9,36.9,43.5130922,43.513093286,43.513089667,43.513086048,28.6,0.051,1.1,9284.396,4.0986461,4.09864397,4.09865107,4.09865817,2.5,-69.071,1.251,1.7,1749654660259,1749647460259,29.595,-3.5,-125.5,125.5,179.6,5.752,0.987
2025-06-11T13:11:00.359Z,1749647460.359,6.6,-37.5,37.5,,43.5130925,43.513094376,43.513088124,43.513081872,28.7,0,1.2,9284.448,4.0986466,4.098646899,4.098645902,4.098644904,2.5,-2985,1.2,2.5,1749654660359,1749647460359,29.9,-0.2,173,173,179.6,5.772,2.481
2025-06-11T13:11:00.459Z,1749647460.459,349.3,-29.7,29.7,29.7,43.513093,43.513094855,43.513088671,43.513082487,28.749,0.1,1.003,9284.517,4.0986471,4.098646617,4.098648228,4.098649839,2.5,3427,1.3,2.7,1749654660459,1749647460459,30.265,-0.6,-169.7,169.7,179.6,5.792,2.656
2025-06-11T13:11:00.562Z,1749647460.562,350.1,-24.2,24.2,,43.5130936,43.51309546,43.51308926,43.51308306,28.8,0.049,0.8,9284.604,4.0986478,4.098647352,4.098648844,4.098650336,2.5,7.767,1.402,2.9,1749654660562,1749647460562,30.642,-3.2,-170.5,170.5,179.6,5.812,2.86
2025-06-11T13:11:00.660Z,1749647460.660,357,-23.6,23.6,,43.5130944,43.513096285,43.513090001,43.513083716,29.5,0,1.5,9284.719,4.0986487,4.098648564,4.098649018,4.098649472,2.5,70.408,1.5,2.5,1749654660660,1749647460660,31,-3.9,-177.4,177.4,179.6,5.832,2.497
2025-06-11T13:11:00.759Z,1749647460.759,357.9,-26.7,26.7,,43.5130952,43.513097087,43.513090798,43.513084508,30,0,1.3,9284.829,4.0986495,4.098649405,4.098649723,4.098650041,2.5,9.091,1.3,1.9,1749654660759,1749647460759,31.3,1.2,-178.3,178.3,179.6,5.852,1.899
2025-06-11T13:11:00.859Z,1749647460.859,323.6,-21.9,21.9,21.9,43.5130961,43.51309762,43.513092554,43.513087489,30.8,0.1,1.2,9284.952,4.0986504,4.098648855,4.098654005,4.098659155,2.5,-343,1.3,0.5,1749654660859,1749647460859,32.1,6.2,-144,144,179.6,5.872,0.405
2025-06-11T13:11:00.957Z,1749647460.957,341.6,-17.1,17.1,17.1,43.5130971,43.513098892,43.51309292,43.513086948,32,0.2,1.4,9285.09,4.0986514,4.098650578,4.098653317,4.098656057,2.5,181.82,1.6,0.5,1749654660957.999,1749647460957.999,33.6,6.6,-162,162,179.6,5.892,0.476
2025-06-11T13:11:01.053Z,1749647461.053,341.6,-22.4,22.4,22.4,43.5130981,43.513099892,43.51309392,43.513087948,33.3,0.2,1.2,9285.223,4.0986523,4.098651478,4.098654217,4.098656957,2.5,0,1.4,0.3,1749654661053.998,1749647461053.998,34.7,11.2,-161.995,161.995,179.605,5.905,0.285
2025-06-11T13:11:01.160Z,1749647461.160,306.4,-30.1,30.1,30.1,43.513099,43.51310012,43.513096386,43.513092651,33.9,0.1,1.4,9285.347,4.0986532,4.098651105,4.098658089,4.098665074,2.5,-332.069,1.5,0.5,1749654661160,1749647461160,35.4,12.4,-126.784,126.784,179.616,5.916,0.299
2025-06-11T13:11:01.260Z,1749647461.260,306.4,-34.6,34.6,34.6,43.5131,43.51310112,43.513097386,43.513093651,35,0.1,1.4,9285.479,4.0986541,4.098652005,4.098658989,4.098665974,2.5,0,1.5,0.2,1749654661260,1749647461260,36.5,9.1,-126.774,126.774,179.626,5.926,0.12
2025-06-11T13:11:01.359Z,1749647461.359,24.6,-32.4,32.4,-32.4,43.513101,43.513102717,43.513096994,43.513091272,35.049,0.7,1.7,9285.607,4.0986549,4.098655984,4.098652371,4.098648759,2.5,-2846.465,2.4,0.4,1749654661359,1749647461359,36.772,9.1,155.036,155.036,179.636,5.936,0.363
2025-06-11T13:11:01.460Z,1749647461.460,2.5,-26.6,26.6,,43.5131021,43.513103986,43.513097699,43.513091411,35.1,1.3,2.154,9285.746,4.0986557,4.098655814,4.098655435,4.098655056,2.5,-218.812,3.763,1.1,1749654661460,1749647461460,37.05,5.3,177.146,177.146,179.646,5.946,1.099
2025-06-11T13:11:01.559Z,1749647461.559,6.6,-21,21,,43.5131032,43.513105076,43.513098824,43.513092572,33.318,2.5,2.6,9285.881,4.0986564,4.098656699,4.098655702,4.098654704,2.5,41.414,5.1,1.5,1749654661559,1749647461559,37.322,0.7,173.056,173.056,179.656,5.956,1.489
2025-06-11T13:11:01.660Z,1749647461.660,5.2,-17.7,17.7,,43.5131043,43.51310618,43.513099913,43.513093645,31.5,2.9,3.2,9286.02,4.0986572,4.098657436,4.098656649,4.098655863,2.5,-13.861,6.1,2.2,1749654661660,1749647461660,37.6,-2.9,174.466,174.466,179.666,5.966,2.19
2025-06-11T13:11:01.759Z,1749647461.759,10.8,-20.2,20.2,-20.2,43.5131054,43.513107255,43.513101073,43.513094891,30.406,2.8,3.3,9286.15,4.0986578,4.098658288,4.098656662,4.098655036,2.5,56.566,6.1,2,1749654661759,1749647461759,36.176,-3.8,168.876,168.876,179.676,5.976,1.962
2025-06-11T13:11:01.859Z,1749647461.859,27.7,-19.5,19.5,-19.5,43.5131065,43.513108172,43.513102599,43.513097027,29.3,2.5,3.25,9286.282,4.0986584,4.09865961,4.098655576,4.098651542,2.5,169,5.75,1.2,1749654661859,1749647461859,34.738,1,151.986,151.986,179.686,5.986,1.059
