ISODateTimeUTC,SecondsSince1970,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Leg,Line_C,Line_L,Line_R,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,Side_lines,TimeLocal,TimeUTC,Total_lines,Trim,TWA_Abs,VMC,VMG,XTE,Heel,DistanceToLeader,COG,BelowLineCalc,TWD,TWS,TWA,SOG
2025-06-09T11:58:00.061Z,1749470280.061,14.4,-14.4,43.5084556,43.508454171,43.508458935,43.508463699,,17.6,1.7,2,9939.483,,4.0985478,4.098549501,4.098543831,4.098538161,2.5,,,3.7,1749477480061,1749470280061,21.3,6.5,92.506,,0.127,,-14.4,,139.2,-97.651,231.706,6.794,92.506,2.9
2025-06-09T11:58:00.164Z,1749470280.164,15,-15,43.5084547,43.50845329,43.508457989,43.508462688,,17.3,1.5,1.7,9939.611,,4.0985488,4.098550532,4.098544759,4.098538987,2.5,,-8.738,3.2,1749477480164,1749470280164,20.5,3.8,93.416,,0.179,,-15,,138.3,-97.596,231.716,6.784,93.416,3
2025-06-09T11:58:00.259Z,1749470280.259,9.5,-9.5,43.5084529,43.508451449,43.508456285,43.50846112,,17.3,1.4,1.7,9939.827,,4.0985498,4.098551466,4.098545912,4.098540357,2.5,,20,3.1,1749477480259,1749470280259,20.4,1,91.526,,0.08,,-9.5,,140.2,-97.578,231.726,6.774,91.526,3
2025-06-09T11:58:00.364Z,1749470280.364,1.2,-1.2,43.5084519,43.508450134,43.508456021,43.508461908,,18.2,1.9,1.8,9939.956,,4.0985506,4.09855152,4.098548453,4.098545386,2.5,,181.905,3.7,1749477480364,1749470280364,21.9,0.8,72.436,,0.905,,-1.2,,159.3,-97.612,231.736,6.764,72.436,3
2025-06-09T11:58:00.456Z,1749470280.456,9.1,-9.1,43.5084503,43.508448687,43.508454064,43.508459442,,18.06,2.2,2,9940.154,,4.0985517,4.098553052,4.098548544,4.098544036,2.5,,-113.98,4.2,1749477480456.999,1749470280456.999,22.134,1.4,83.046,,0.315,,-9.1,,148.7,-97.535,231.746,6.754,83.046,2.6
2025-06-09T11:58:00.563Z,1749470280.563,12.5,-12.5,43.5084492,43.508447555,43.508453038,43.508458521,,17.9,2.3,2.2,9940.327,,4.0985532,4.098554478,4.098550218,4.098545958,2.5,,17.924,4.5,1749477480563,1749470280563,22.4,1.7,81.156,,0.446,,-12.5,,150.6,-97.457,231.756,6.744,81.156,2.9
2025-06-09T11:58:00.657Z,1749470280.657,8.7,-8.7,43.5084478,43.508446428,43.508451001,43.508455574,,17.7,2.582,2.52,9940.51,,4.0985544,4.098556189,4.098550227,4.098544264,2.5,,-148.936,5.107,1749477480657,1749470280657,23.423,0,95.166,,0.279,,-8.7,,136.6,-97.357,231.766,6.734,95.166,3.1
2025-06-09T11:58:00.763Z,1749470280.763,3.8,-3.8,43.5084463,43.50844472,43.508449986,43.508455252,,18.3,2.9,2.88,9940.699,,4.0985555,4.098556925,4.098552174,4.098547423,2.5,,96.226,5.793,1749477480763,1749470280763,24.577,-1.7,84.976,,0.271,,-3.8,,146.8,-97.35,231.776,6.724,84.976,3.1
2025-06-09T11:58:00.857Z,1749470280.857,5.7,-5.7,43.5084449,43.508443233,43.50844879,43.508454347,,19.2,3.2,3.2,9940.875,,4.0985565,4.098557722,4.098553648,4.098549575,2.5,,55.319,6.4,1749477480857,1749470280857,25.6,4.3,79.786,,0.567,,-5.7,,152,-97.331,231.786,6.714,79.786,3.2
2025-06-09T11:58:00.963Z,1749470280.963,14.9,-14.9,43.5084436,43.508441972,43.5084474,43.508452828,,19.4,3.098,3.047,9941.049,,4.0985577,4.098559017,4.098554626,4.098550235,2.5,,-22.641,6.145,1749477480963,1749470280963,25.549,6.9,82.196,,0.434,,-14.9,,149.6,-97.267,231.796,6.704,82.196,3.2
