ISODateTimeUTC,SecondsSince1970,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Leg,Line_C,Line_L,Line_R,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,Side_lines,TimeLocal,TimeUTC,Total_lines,Trim,TWA_Abs,VMC,VMG,XTE,Heel,DistanceToLeader,COG,BelowLineCalc,TWD,TWS,TWA,SOG
2025-06-09T11:58:00.060Z,1749470280.060,12,12,43.508423,43.508421164,43.508427284,43.508433403,,29.1,0.5,2.9,7406.978,,4.0985475,4.098548108,4.098546082,4.098544056,2.5,,,3.4,1749477480060,1749470280060,32.5,3.5,65.206,,1.426,,12,,166.5,-98.725,231.706,6.794,65.206,3.4
2025-06-09T11:58:00.156Z,1749470280.156,15.5,15.5,43.5084217,43.508419975,43.508425725,43.508431474,,29.5,0.4,2.6,7407.152,,4.0985487,4.098549759,4.098546229,4.0985427,2.5,,-109.375,3,1749477480156,1749470280156,32.5,4.5,75.716,,0.839,,15.5,,156,-98.631,231.716,6.784,75.716,3.4
2025-06-09T11:58:00.266Z,1749470280.266,7.9,7.9,43.5084206,43.508419017,43.508424295,43.508429573,,28.7,0.7,2.8,7407.308,,4.0985499,4.098551318,4.098546592,4.098541866,2.5,,-81.818,3.5,1749477480266,1749470280266,32.2,7.8,84.727,,0.312,,7.9,,147,-98.538,231.727,6.773,84.727,3.4
2025-06-09T11:58:00.356Z,1749470280.356,0.7,0.7,43.5084197,43.508418198,43.508423204,43.508428211,,28.8,0.9,2.7,7407.453,,4.0985512,4.098552778,4.098547519,4.098542261,2.5,,-47.778,3.6,1749477480356,1749470280356,32.4,9.2,89.036,,0.059,,0.7,,142.7,-98.448,231.736,6.764,89.036,3.5
2025-06-09T11:58:00.461Z,1749470280.461,3.2,-3.2,43.5084187,43.508417365,43.508421815,43.508426265,,27.3,1.113,2.913,7407.605,,4.0985525,4.098554341,4.098548205,4.098542069,2.5,,-72.643,4.025,1749477480461.998,1749470280461.998,31.523,9,96.746,,0.399,,-3.2,,135,-98.351,231.746,6.754,96.746,3.4
2025-06-09T11:58:00.556Z,1749470280.556,2.4,-2.4,43.5084176,43.508416137,43.508421014,43.508425891,,26.198,1.303,3.103,7407.757,,4.0985536,4.098555245,4.098549761,4.098544277,2.5,,61.053,4.406,1749477480556.998,1749470280556.998,30.738,9.3,90.956,,0.055,,-2.4,,140.8,-98.316,231.756,6.744,90.956,3.3
2025-06-09T11:58:00.655Z,1749470280.655,1.5,-1.5,43.5084163,43.508414763,43.508419887,43.50842501,,25.06,1.499,3.299,7407.909,,4.0985542,4.098555712,4.098550673,4.098545634,2.5,,37.754,4.799,1749477480655,1749470280655,29.927,9.9,87.266,,0.162,,-1.5,,144.5,-98.32,231.766,6.734,87.266,3.4
2025-06-09T11:58:00.755Z,1749470280.755,5.8,5.8,43.5084149,43.50841311,43.508419078,43.508425046,,23.9,1.7,3.5,7408.084,,4.0985552,4.098556026,4.098553273,4.098550519,2.5,,170,5.2,1749477480755,1749470280755,29.1,6.4,70.275,,1.147,,5.8,,161.5,-98.344,231.775,6.725,70.275,3.4
2025-06-09T11:58:00.860Z,1749470280.860,11.7,11.7,43.508414,43.508412293,43.508417983,43.508423673,,23.5,1.8,3.5,7408.204,,4.098556,4.098557113,4.098553404,4.098549696,2.5,,-64.152,5.3,1749477480860.999,1749470280860.999,28.8,9,77.086,,0.738,,11.7,,154.7,-98.283,231.786,6.714,77.086,3.3
2025-06-09T11:58:00.956Z,1749470280.956,10,10,43.5084129,43.50841134,43.508416539,43.508421738,,23.1,1.7,3.4,7408.346,,4.0985569,4.098558367,4.098553477,4.098548587,2.5,,-94.736,5.1,1749477480956,1749470280956,28.2,14.4,86.096,,0.197,,10,,145.7,-98.214,231.796,6.704,86.096,2.9
