ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-08T08:01:33.056Z,1749369693.056,335.6,-22.9,22.9,22.9,43.5215622,43.521563919,43.521558188,43.521552457,62.4,2.2,3.8,,4.1074025,4.107401424,4.10740501,4.107408595,2.5,,6,15.5,1749376893056,1749369693056,68.4,16.2,-46.272,46.272,289.328,9.006,10.714
2025-06-08T08:01:33.145Z,1749369693.145,329.7,-20.5,20.5,20.5,43.5215673,43.52156893,43.521563496,43.521558063,59.9,2.1,3.9,0.735,4.1073967,4.107395386,4.107399765,4.107404144,2.5,-65.557,6,15.5,1749376893145.998,1749369693145.998,65.9,16.7,-40.327,40.327,289.373,9.015,11.817
2025-06-08T08:01:33.236Z,1749369693.236,318.1,-17.8,17.8,17.8,43.5215727,43.521574105,43.521569421,43.521564737,57.3,2.2,3.6,1.507,4.1073907,4.107388961,4.107394757,4.107400554,2.5,-128.886,5.8,15.4,1749376893236,1749369693236,63.1,16.7,-28.682,28.682,289.418,9.024,13.51
2025-06-08T08:01:33.349Z,1749369693.349,319.4,-9.8,9.8,9.8,43.5215776,43.521579034,43.521574255,43.521569477,55.5,2.1,3.748,2.257,4.1073843,4.107382606,4.107388254,4.107393902,2.5,11.404,5.948,15.5,1749376893349.998,1749369693349.998,63.801,13.7,-29.925,29.925,289.475,9.035,13.434
2025-06-08T08:01:33.444Z,1749369693.444,314,-4.3,4.3,4.3,43.5215822,43.521583512,43.52157914,43.521574768,54.9,2.2,3.871,3.037,4.107377,4.107375127,4.10738137,4.107387614,2.5,-56.842,6.071,15.2,1749376893444.998,1749369693444.998,64.385,12.2,-24.478,24.478,289.522,9.045,13.834
2025-06-08T08:01:33.545Z,1749369693.545,309.5,-7.1,7.1,7.1,43.5215856,43.521586801,43.521582798,43.521578795,58.8,2.2,4,3.671,4.1073707,4.107368691,4.107375388,4.107382085,2.5,-44.999,6.2,15.6,1749376893545,1749369693545,65,16.1,-19.927,19.927,289.573,9.054,14.666
2025-06-08T08:01:33.644Z,1749369693.644,302.9,-15.8,15.8,15.8,43.5215886,43.521589626,43.521586207,43.521582789,62.2,2.1,6.7,4.239,4.107365,4.107362814,4.107370101,4.107377388,2.5,-66.001,8.8,15.5,1749376893644.998,1749369693644.998,71,11.1,-13.278,13.278,289.622,9.064,15.086
2025-06-08T08:01:33.748Z,1749369693.748,299.8,-26.2,26.2,26.2,43.5215908,43.521591738,43.521588611,43.521585483,66,2.2,7.7,4.69,4.1073603,4.107358041,4.107365572,4.107373104,2.5,-30.097,9.9,13,1749376893748,1749369693748,75.9,7.9,-10.126,10.126,289.674,9.075,12.798
2025-06-08T08:01:33.845Z,1749369693.845,298.7,-37.9,37.9,,43.5215934,43.521594307,43.521591284,43.521588262,69.1,2.299,6.456,5.123,4.1073563,4.107354016,4.107361629,4.107369242,2.5,-11.224,8.756,11.7,1749376893845.999,1749369693845.999,78.686,10.4,-8.977,8.977,289.723,9.085,11.557
2025-06-08T08:01:33.944Z,1749369693.944,304.2,-41,41,41,43.5215956,43.521596661,43.521593124,43.521589586,73.9,2.4,5.2,5.534,4.1073522,4.107350046,4.107357225,4.107364403,2.5,55.556,7.6,9.6,1749376893944.998,1749369693944.998,81.5,11.9,-14.427,14.427,289.772,9.094,9.297
2025-06-08T08:01:34.036Z,1749369694.036,300.3,-34.5,34.5,34.5,43.5215981,43.521599053,43.521595877,43.521592702,75.3,2.1,5.8,6.051,4.1073468,4.107344552,4.107352046,4.107359539,2.5,-42.392,7.9,9.3,1749376894036.998,1749369694036.998,83.2,14.7,-10.5,10.5,289.8,9.1,9.144
2025-06-08T08:01:34.144Z,1749369694.144,300.2,-28.6,28.6,28.6,43.5216004,43.52160135,43.521598184,43.521595018,77.7,2.6,6.8,6.563,4.1073413,4.10733905,4.107346551,4.107354052,2.5,-0.926,9.4,9,1749376894144.998,1749369694144.998,87.1,8.6,-10.4,10.4,289.8,9.1,8.852
