ISODateTimeUTC,SecondsSince1970,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Leg,Line_C,Line_L,Line_R,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,Side_lines,TimeLocal,TimeUTC,Total_lines,Trim,TWA_Abs,VMC,VMG,XTE,Heel,DistanceToLeader,COG,BelowLineCalc,TWD,TWS,TWA,SOG
2025-06-06T14:47:00.066Z,1749221220.066,0.5,0.5,43.527205,43.527205479,43.527203882,43.527202285,,33.283,2.5,0.9,5703.914,,4.091395,4.091397519,4.091389123,4.091380727,2.5,,,3.4,1749228420066.999,1749221220066.999,34.483,-0.4,97.887,,0.096,,0.5,,75.3,8.922,173.187,8.7,97.887,0.7
2025-06-06T14:47:00.165Z,1749221220.165,1.9,1.9,43.5272066,43.527206954,43.527205775,43.527204595,,30.932,1.8,0.8,5704.092,,4.091395,4.091397558,4.091389032,4.091380505,2.5,,39.394,2.6,1749228420165.998,1749221220165.998,32.413,-0.4,93.967,,0.076,,1.9,,79.2,9.083,173.167,8.7,93.967,1.1
2025-06-06T14:47:00.260Z,1749221220.260,5.3,5.3,43.5272083,43.527207914,43.527209201,43.527210488,,28.7,1.7,0.8,5704.321,,4.0913966,4.091399149,4.091390652,4.091382156,2.5,,240.421,2.355,1749228420260,1749221220260,30.448,1.6,71.348,,0.32,,5.3,,101.8,9.165,173.148,8.7,71.348,1
2025-06-06T14:47:00.358Z,1749221220.358,6.7,6.7,43.52721,43.527209701,43.527210697,43.527211692,,26.3,1.3,0.8,5704.51,,4.0913966,4.091399171,4.0913906,4.09138203,2.5,,-27.551,2.1,1749228420358,1749221220358,28.4,6.4,74.028,,0.22,,6.7,,99.1,9.36,173.128,8.7,74.028,0.8
2025-06-06T14:47:00.456Z,1749221220.456,11.7,11.7,43.52721,43.527210204,43.527209524,43.527208845,,24.2,1,0.8,5704.647,,4.0913983,4.091400889,4.091392259,4.09138363,2.5,,-154.547,1.8,1749228420456.999,1749221220456.999,26,6.7,89.309,,0.012,,11.7,,83.8,9.391,173.109,8.7,89.309,1
2025-06-06T14:47:00.556Z,1749221220.556,10.5,10.5,43.5272116,43.527211973,43.527210729,43.527209485,,22.3,0.752,1,5704.825,,4.0913983,4.091400853,4.091392344,4.091383835,2.5,,-52.001,1.701,1749228420556.997,1749221220556.997,24.317,6.9,94.489,,0.07,,10.5,,78.6,9.585,173.089,8.7,94.489,0.9
2025-06-06T14:47:00.658Z,1749221220.658,5.4,5.4,43.5272133,43.527214847,43.527209691,43.527204536,,21,0.5,1.1,5705.059,,4.0914,4.091401494,4.091396515,4.091391536,2.5,,-427.443,1.6,1749228420658.999,1749221220658.999,22.6,6,138.068,,0.595,,5.4,,35,9.89,173.068,8.7,138.068,0.8
2025-06-06T14:47:00.757Z,1749221220.757,2.6,2.6,43.5272133,43.527214932,43.527209492,43.527204053,,20.305,0.5,1.4,5705.059,,4.0914,4.09140131,4.091396944,4.091392577,2.5,,-48.485,1.766,1749228420757.998,1749221220757.998,22.07,5.1,142.848,,0.717,,2.6,,30.2,9.902,173.048,8.7,142.848,0.9
2025-06-06T14:47:00.859Z,1749221220.859,1.4,-1.4,43.527215,43.527216667,43.52721111,43.527205553,,19.595,0.5,1.4,5705.287,,4.0914016,4.091402823,4.091398747,4.091394672,2.5,,-21.782,1.934,1749228420859,1749221220859,21.53,2.9,145.028,,1.229,,-1.4,,28,10.07,173.028,8.7,145.028,1.5
2025-06-06T14:47:00.957Z,1749221220.957,0.2,0.2,43.5272166,43.527218397,43.527212408,43.527206419,,18.9,0.5,1.6,5705.465,,4.0914016,4.0914024,4.091399732,4.091397065,2.5,,-102.021,2.1,1749228420957.999,1749221220957.999,21,1,155.108,,1.633,,0.2,,17.9,10.266,173.008,8.7,155.108,1.8
2025-06-06T14:47:01.051Z,1749221221.051,0.3,0.3,43.5272166,43.527218343,43.527212533,43.527206723,,18.7,0.4,1.7,5705.603,,4.0914033,4.091404301,4.091400965,4.091397629,2.5,,50.537,2.1,1749228421051,1749221221051,20.8,0.3,150.38,,1.043,,0.3,,22.6,10.232,172.98,8.705,150.38,1.2
2025-06-06T14:47:01.158Z,1749221221.158,1.4,-1.4,43.5272183,43.527219978,43.527214385,43.527208793,,17.8,0.2,1.5,5705.792,,4.0914033,4.091404494,4.091400513,4.091396532,2.5,,43.519,1.7,1749228421158.999,1749221221158.999,19.5,-1,145.636,,1.156,,-1.4,,27.3,10.409,172.936,8.716,145.636,1.4
2025-06-06T14:47:01.263Z,1749221221.263,3.7,-3.7,43.52722,43.527221664,43.527216117,43.527210571,,17.5,0.3,1.3,5706.025,,4.091405,4.091406231,4.091402129,4.091398027,2.5,,8.654,1.6,1749228421263,1749221221263,19.1,-3.2,144.695,,1.224,,-3.7,,28.2,10.568,172.895,8.726,144.695,1.5
2025-06-06T14:47:01.358Z,1749221221.358,1.7,-1.7,43.52722,43.527221806,43.527215787,43.527209769,,17.3,0.2,1.5,5706.025,,4.091405,4.091405761,4.091403224,4.091400686,2.5,,-117.895,1.7,1749228421358,1749221221358,19,-1.2,155.857,,1.46,,-1.7,,17,10.591,172.857,8.736,155.857,1.6
2025-06-06T14:47:01.448Z,1749221221.448,7.5,,43.5272216,43.527223488,43.527217195,43.527210901,,17.1,0.1,1.1,5706.203,,4.091405,4.091404982,4.091405042,4.091405103,2.5,,3806.667,1.2,1749228421448,1749221221448,18.3,2.9,173.221,,1.589,,-7.5,,359.6,10.786,172.821,8.745,173.221,1.6
2025-06-06T14:47:01.564Z,1749221221.564,13.6,,43.5272216,43.527223474,43.527217226,43.527210979,,16.216,0.1,1.3,5706.332,,4.0914066,4.091406287,4.09140733,4.091408373,2.5,,-56.034,1.4,1749228421564,1749221221564,17.662,4.7,179.674,,1.7,,-13.6,,353.1,10.766,172.774,8.756,179.674,1.7
2025-06-06T14:47:01.657Z,1749221221.657,9.8,-9.8,43.5272233,43.527225138,43.527219011,43.527212884,,15.5,0.1,1.5,5706.521,,4.0914066,4.091407195,4.091405213,4.09140323,2.5,,-3615.995,1.449,1749228421657.999,1749221221657.999,17.145,6.3,159.537,,1.218,,-9.8,,13.2,10.935,172.737,8.766,159.537,1.3
