ISODateTimeUTC,SecondsSince1970,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Leg,Line_C,Line_L,Line_R,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,Side_lines,TimeLocal,TimeUTC,Total_lines,Trim,TWA_Abs,VMC,VMG,XTE,Heel,DistanceToLeader,COG,BelowLineCalc,TWD,TWS,TWA,SOG
2025-06-06T14:09:00.052Z,1749218940.052,3.6,3.6,43.5267783,43.526778126,43.526778707,43.526779288,,25.1,0.6,1.7,11631.323,,4.08694,4.086942593,4.08693395,4.086925307,2.5,,,2.3,1749226140052,1749218940052,27.4,20.6,84.379,,1.244,,3.6,,95.3,25.868,179.679,6.61,84.379,12.7
2025-06-06T14:09:00.157Z,1749218940.157,11.3,11.3,43.5267783,43.526778155,43.526778638,43.526779121,,24,0.6,1.8,11631.992,,4.0869483,4.086950896,4.086942242,4.086933587,2.5,,-8.491,2.198,1749226140157.999,1749218940157.999,26.427,18.1,85.237,,1.055,,11.3,,94.4,25.753,179.637,6.632,85.237,12.7
2025-06-06T14:09:00.259Z,1749218940.259,16.5,16.5,43.5267766,43.526776409,43.526777045,43.526777681,,23.4,0.6,1.5,11632.688,,4.0869566,4.086959191,4.086950555,4.086941919,2.5,,13.861,2.1,1749226140259,1749218940259,25.5,14.8,83.796,,1.372,,16.5,,95.8,25.443,179.596,6.652,83.796,12.7
2025-06-06T14:09:00.356Z,1749218940.356,16.6,16.6,43.5267766,43.526776386,43.526777099,43.526777811,,22.9,0.6,1.8,11633.365,,4.086965,4.086967587,4.086958963,4.086950339,2.5,,7.216,2.4,1749226140356,1749218940356,25.3,19.7,83.058,,1.559,,16.6,,96.5,25.32,179.558,6.671,83.058,12.9
2025-06-06T14:09:00.456Z,1749218940.456,11.7,11.7,43.5267766,43.526776462,43.526776923,43.526777384,,22.9,0.493,1.833,11634.034,,4.0869733,4.086975897,4.08696724,4.086958584,2.5,,-23,2.3,1749226140456,1749218940456,25.186,26.7,85.318,,1.061,,11.7,,94.2,25.21,179.518,6.691,85.318,13
2025-06-06T14:09:00.543Z,1749218940.543,6.5,6.5,43.5267766,43.526776488,43.526776861,43.526777235,,21.9,0.4,1.863,11634.704,,4.0869816,4.086984199,4.086975535,4.08696687,2.5,,-9.195,2.213,1749226140543,1749218940543,25.087,24.2,86.083,,0.895,,6.5,,93.4,25.094,179.483,6.709,86.083,13.1
2025-06-06T14:09:00.655Z,1749218940.655,2.8,2.8,43.526775,43.526774924,43.526775177,43.526775429,,21.873,0.347,1.9,11635.404,,4.08699,4.086992602,4.086983929,4.086975256,2.5,,-9.821,2.1,1749226140655,1749218940655,24.959,20,87.138,,0.659,,2.8,,92.3,24.803,179.438,6.731,87.138,13.2
2025-06-06T14:09:00.755Z,1749218940.755,3.7,3.7,43.526775,43.526774849,43.526775353,43.526775858,,21.849,0.3,1.7,11636.211,,4.087,4.087002596,4.086993944,4.086985291,2.5,,23,2,1749226140755,1749218940755,24.845,17.3,84.798,,1.197,,3.7,,94.6,24.651,179.398,6.751,84.798,13.2
2025-06-06T14:09:00.855Z,1749218940.855,14.4,14.4,43.5267733,43.52677308,43.526773814,43.526774548,,21.824,0.267,1.5,11636.906,,4.0870083,4.087010886,4.087002265,4.086993645,2.5,,21,1.868,1749226140855,1749218940855,24.731,18.2,82.658,,1.7,,14.4,,96.7,24.339,179.358,6.771,82.658,13.3
2025-06-06T14:09:00.954Z,1749218940.954,21.6,21.6,43.5267733,43.526773027,43.526773936,43.526774844,,21.8,0.234,1.5,11637.575,,4.0870166,4.087019177,4.087010588,4.087001999,2.5,,16,1.736,1749226140954.999,1749218940954.999,24.617,21.2,81.018,,2.076,,21.6,,98.3,24.215,179.318,6.791,81.018,13.3
