ISODateTimeUTC,SecondsSince1970,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Leg,Line_C,Line_L,Line_R,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,Side_lines,TimeLocal,TimeUTC,Total_lines,Trim,TWA_Abs,VMC,VMG,XTE,Heel,DistanceToLeader,COG,BelowLineCalc,TWD,TWS,TWA,SOG
2025-06-06T14:37:00.056Z,1749220620.056,13.5,13.5,43.5269316,43.526931863,43.526930987,43.526930111,,40,2.1,1.6,21499.572,,4.09043,4.090427421,4.090436017,4.090444612,2.5,,,3.7,1749227820056,1749220620056,43.7,10.8,101.572,,3.21,,-13.5,,278,-7.148,176.428,8.406,-101.572,16
2025-06-06T14:37:00.160Z,1749220620.160,14.1,14.1,43.5269333,43.526933553,43.52693271,43.526931866,,39.2,1.68,1.4,21500.4,,4.09042,4.090417419,4.090426021,4.090434623,2.5,,-2.884,2.912,1749227820160,1749220620160,41.284,9.6,101.22,,3.094,,-14.1,,277.7,-6.82,176.48,8.416,-101.22,15.9
2025-06-06T14:37:00.253Z,1749220620.253,10.8,10.8,43.526935,43.526935227,43.526934471,43.526933715,,36.9,1.3,0.9,21501.229,,4.09041,4.090407415,4.090416032,4.090424649,2.5,,-8.511,2.2,1749227820253.999,1749220620253.999,39.1,8.5,100.373,,2.863,,-10.8,,276.9,-6.494,176.527,8.425,-100.373,15.9
2025-06-06T14:37:00.360Z,1749220620.360,11.9,11.9,43.526935,43.526935292,43.526934318,43.526933345,,34.4,1.3,0.9,21501.906,,4.0904016,4.090399027,4.090407603,4.090416178,2.5,,18.868,2.067,1749227820360,1749220620360,37.479,7.7,102.32,,3.393,,-11.9,,278.9,-6.367,176.58,8.436,-102.32,15.9
2025-06-06T14:37:00.453Z,1749220620.453,17.8,17.8,43.5269366,43.526936856,43.526936002,43.526935148,,33.3,1.3,0.761,21502.73,,4.0903916,4.09038902,4.09039762,4.09040622,2.5,,-11.828,1.951,1749227820453,1749220620453,36.058,12.4,101.174,,3.062,,-17.8,,277.8,-6.053,176.626,8.445,-101.174,15.8
2025-06-06T14:37:00.561Z,1749220620.561,18.8,18.8,43.5269383,43.526938615,43.526937565,43.526936516,,32,1.138,0.6,21503.561,,4.0903816,4.090379032,4.090387591,4.090396149,2.5,,16.667,1.815,1749227820561,1749220620561,34.407,18.3,102.92,,3.533,,-18.8,,279.6,-5.717,176.68,8.456,-102.92,15.8
2025-06-06T14:37:00.653Z,1749220620.653,15.6,15.6,43.52694,43.526940386,43.526939099,43.526937812,,31.3,1,0.7,21504.389,,4.0903716,4.090369051,4.090377548,4.090386044,2.5,,23.913,1.7,1749227820653,1749220620653,33,13.9,105.074,,4.083,,-15.6,,281.8,-5.381,176.727,8.465,-105.074,15.7
2025-06-06T14:37:00.759Z,1749220620.759,13.3,13.3,43.5269416,43.526942022,43.526940616,43.526939211,,32,1.2,0.6,21505.08,,4.0903633,4.090360762,4.090369223,4.090377684,2.5,,10.377,1.8,1749227820759,1749220620759,33.8,18.5,106.12,,4.331,,-13.3,,282.9,-5.083,176.779,8.476,-106.12,15.6
2025-06-06T14:37:00.852Z,1749220620.852,12.9,12.9,43.5269433,43.526943718,43.526942324,43.52694093,,33.8,1.6,0.9,21505.908,,4.0903533,4.090350761,4.090359225,4.090367689,2.5,,-1.064,2.5,1749227820852.998,1749220620852.998,36.3,19.8,105.974,,4.293,,-12.9,,282.8,-4.755,176.826,8.485,-105.974,15.6
2025-06-06T14:37:00.948Z,1749220620.948,12.1,12.1,43.526945,43.526945473,43.526943897,43.526942321,,35.3,1.9,1.1,21506.736,,4.0903433,4.090340779,4.090349182,4.090357586,2.5,,17.709,3,1749227820948.997,1749220620948.997,38.3,12.9,107.626,,4.693,,-12.1,,284.5,-4.42,176.874,8.495,-107.626,15.5
