ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-08T08:21:01.058Z,1749370861.058,11.8,-25.6,25.6,25.6,43.5209449,43.520946748,43.520940588,43.520934427,56.149,1.9,3.353,18255.766,4.1074909,4.107491432,4.107489658,4.107487883,2.5,,5.302,18.4,1749378061058,1749370861058,61.451,8.9,-77.4,77.4,294.4,8.3,4.014
2025-06-08T08:21:01.160Z,1749370861.160,12.3,-28.3,28.3,28.3,43.5209533,43.520955145,43.520948996,43.520942847,56.2,2,3.2,18256.717,4.1074932,4.107493755,4.107491906,4.107490057,2.5,4.902,5.2,18.4,1749378061160,1749370861160,61.4,8.9,-77.9,77.9,294.4,8.3,3.857
2025-06-08T08:21:01.263Z,1749370861.263,11.6,-28.1,28.1,28.1,43.5209616,43.520963449,43.520957285,43.52095112,56.5,1.9,3.148,18257.658,4.1074954,4.107495924,4.107494178,4.107492433,2.5,-6.796,5.097,18.5,1749378061263,1749370861263,61.555,8.1,-77.2,77.2,294.4,8.3,4.099
2025-06-08T08:21:01.360Z,1749370861.360,10.6,-28.5,28.5,28.5,43.5209699,43.520971756,43.52096557,43.520959384,56.7,1.9,3.1,18258.598,4.1074976,4.107498079,4.107496482,4.107494886,2.5,-10.309,5,18.4,1749378061360,1749370861360,61.7,8.8,-76.2,76.2,294.4,8.3,4.389
2025-06-08T08:21:01.461Z,1749370861.461,10.9,-29.9,29.9,29.9,43.5209783,43.520980154,43.520973974,43.520967794,57,1.9,2.998,18259.551,4.1074999,4.107500392,4.107498751,4.10749711,2.5,2.941,4.745,18.4,1749378061461.998,1749370861461.998,61.955,10,-76.5,76.5,294.4,8.3,4.295
2025-06-08T08:21:01.560Z,1749370861.560,11.4,-29.9,29.9,29.9,43.5209866,43.520988451,43.520982281,43.520976112,57.7,1.6,2.9,18260.494,4.1075023,4.107502815,4.107501099,4.107499384,2.5,5.102,4.5,18.5,1749378061560,1749370861560,62.2,9.9,-77,77,294.4,8.3,4.162
2025-06-08T08:21:01.658Z,1749370861.658,12,-30.5,30.5,30.5,43.5209948,43.520996647,43.520990491,43.520984335,57.4,1.666,3,18261.43,4.1075049,4.107505441,4.107503637,4.107501832,2.5,6.061,4.797,18.5,1749378061658.999,1749370861658.999,63.017,10.5,-77.6,77.6,294.4,8.3,3.973
2025-06-08T08:21:01.759Z,1749370861.759,13,-30.2,30.2,30.2,43.521003,43.52100484,43.520998707,43.520992575,56.6,1.733,2.9,18262.363,4.1075074,4.107507986,4.107506033,4.107504081,2.5,10,5.097,18.4,1749378061759,1749370861759,63.842,10.3,-78.6,78.6,294.4,8.3,3.637
2025-06-08T08:21:01.860Z,1749370861.860,12.1,-28.6,28.6,28.6,43.5210113,43.521013146,43.521006992,43.521000839,57.4,1.8,3.101,18263.305,4.1075097,4.107510246,4.107508426,4.107506607,2.5,-8.911,5.4,18.4,1749378061860,1749370861860,64.675,9.3,-77.7,77.7,294.4,8.3,3.92
2025-06-08T08:21:01.960Z,1749370861.960,11.6,-30,30,30,43.5210196,43.521021449,43.521015285,43.52100912,59.8,2.4,3.3,18264.246,4.107512,4.107512524,4.107510778,4.107509033,2.5,-5,5.7,18.4,1749378061960,1749370861960,65.5,10.1,-77.2,77.2,294.4,8.3,4.076
2025-06-08T08:21:02.061Z,1749370862.061,11.7,-32.4,32.4,32.4,43.5210278,43.521029649,43.521023486,43.521017323,60.7,2.4,3.1,18265.18,4.1075144,4.107514928,4.107513168,4.107511408,2.5,0.99,5.5,18.3,1749378062061,1749370862061,66.2,12.1,-77.318,77.318,294.382,8.318,4.017
2025-06-08T08:21:02.164Z,1749370862.164,11.7,-31.4,31.4,31.4,43.521036,43.521037849,43.521031686,43.521025523,58.9,2.3,2.9,18266.117,4.1075171,4.107517628,4.107515868,4.107514108,2.5,0,5.2,18.3,1749378062164,1749370862164,64.1,11.8,-77.349,77.349,294.351,8.349,4.008
2025-06-08T08:21:02.266Z,1749370862.266,13.7,-29.7,29.7,29.7,43.5210442,43.521046034,43.52103992,43.521033805,57.3,2.5,3.1,18267.055,4.1075198,4.107520417,4.107518361,4.107516306,2.5,19.608,5.6,18.3,1749378062266,1749370862266,62.9,10.9,-79.38,79.38,294.32,8.38,3.373
2025-06-08T08:21:02.359Z,1749370862.359,13.1,-28.6,28.6,28.6,43.5210522,43.521054039,43.521047909,43.52104178,57.2,2.5,3.3,18267.969,4.1075224,4.10752299,4.107521023,4.107519056,2.5,-6.452,5.8,18.2,1749378062359,1749370862359,63,9.4,-78.808,78.808,294.292,8.408,3.533
2025-06-08T08:21:02.459Z,1749370862.459,13.8,-30.2,30.2,30.2,43.5210604,43.521062234,43.521056122,43.52105001,57.5,2.2,3.3,18268.904,4.107525,4.107525621,4.107523551,4.107521481,2.5,7,5.5,18.2,1749378062459,1749370862459,63,9.4,-79.538,79.538,294.262,8.438,3.305
2025-06-08T08:21:02.561Z,1749370862.561,12.8,-30.7,30.7,30.7,43.5210684,43.521070241,43.521064104,43.521057967,55.2,2.2,3.3,18269.82,4.1075277,4.107528277,4.107526354,4.107524431,2.5,-9.804,5.5,18.2,1749378062561,1749370862561,60.7,11.7,-78.568,78.568,294.232,8.468,3.607
2025-06-08T08:21:02.660Z,1749370862.660,13.6,-30.4,30.4,30.4,43.5210764,43.521078235,43.521072118,43.521066001,54.519,1.9,3.352,18270.734,4.1075303,4.107530912,4.107528871,4.107526831,2.5,8,5.448,18.2,1749378062660.999,1749370862660.999,59.967,13.5,-79.398,79.398,294.202,8.498,3.348
2025-06-08T08:21:02.752Z,1749370862.752,13.8,-32.1,32.1,32.1,43.5210843,43.521086134,43.521080022,43.52107391,53.9,2,3.4,18271.645,4.1075332,4.107533821,4.107531751,4.107529681,2.5,2.198,5.4,18.1,1749378062752,1749370862752,59.3,14.9,-79.626,79.626,294.174,8.526,3.259
2025-06-08T08:21:02.859Z,1749370862.859,14.5,-31,31,31,43.5210925,43.521094328,43.521088235,43.521082142,52.3,2,3.2,18272.582,4.1075359,4.107536552,4.107534379,4.107532206,2.5,6.542,5.2,18.1,1749378062859,1749370862859,57.5,14.6,-80.358,80.358,294.142,8.558,3.032
2025-06-08T08:21:02.959Z,1749370862.959,14,-28.8,28.8,28.8,43.5211005,43.521102332,43.521096225,43.521090119,52.3,1.9,3.4,18273.498,4.1075386,4.10753923,4.10753713,4.107535031,2.5,-5,5.3,18.1,1749378062959,1749370862959,57.6,13.2,-79.888,79.888,294.112,8.588,3.178
