ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-11T12:47:00.060Z,1749646020.060,324.4,-14.4,14.4,14.4,43.5141634,43.514164935,43.514159818,43.514154701,33.2,2.431,2,17250.18,4.094502,4.094500484,4.094505536,4.094510588,2.5,,4.229,18.3,1749653220060,1749646020060,36.919,7.4,-132.118,132.118,192.282,6.106,12.273
2025-06-11T12:47:00.157Z,1749646020.157,325.3,-20.9,20.9,20.9,43.5141702,43.514171752,43.514166578,43.514161404,32.2,2.3,1.7,17251.115,4.0944952,4.094493718,4.094498658,4.094503599,2.5,9.184,4,18.3,1749653220157.999,1749646020157.999,36.2,11,-133.047,133.047,192.253,6.116,12.492
2025-06-11T12:47:00.257Z,1749646020.257,323.8,-21.5,21.5,21.5,43.5141773,43.514178824,43.514173745,43.514168666,33.1,2.5,1.75,17252.066,4.0944886,4.094487062,4.094492188,4.094497313,2.5,-15,4.151,18.2,1749653220257.998,1749646020257.998,36.703,14.2,-131.577,131.577,192.223,6.126,12.078
2025-06-11T12:47:00.357Z,1749646020.357,326.2,-18.3,18.3,18.3,43.5141845,43.514186069,43.514180839,43.514175609,32.9,2.5,1.8,17253.006,4.0944825,4.094481052,4.094485879,4.094490707,2.5,24.242,4.3,18.3,1749653220357,1749646020357,37.2,13,-134.007,134.007,192.193,6.136,12.714
2025-06-11T12:47:00.456Z,1749646020.456,327.9,-18.4,18.4,18.4,43.5141916,43.514193199,43.514187868,43.514182537,33.2,2.3,1.8,17253.949,4.0944761,4.094474717,4.094479328,4.09448394,2.5,17,4.1,18.3,1749653220456.999,1749646020456.999,37.3,11.6,-135.737,135.737,192.163,6.146,13.105
2025-06-11T12:47:00.559Z,1749646020.559,326.6,-16.2,16.2,16.2,43.5141991,43.514200676,43.514195422,43.514190168,32.4,2.4,1.647,17254.922,4.0944699,4.094468467,4.094473244,4.094478021,2.5,-12.745,4.1,18.2,1749653220559,1749646020559,36.943,11,-134.468,134.468,192.132,6.156,12.749
2025-06-11T12:47:00.657Z,1749646020.657,329.1,-15.2,15.2,15.2,43.5142063,43.51420792,43.51420252,43.51419712,32.5,2.6,1.5,17255.875,4.0944635,4.094462163,4.09446662,4.094471076,2.5,25.51,4.1,18.4,1749653220657,1749646020657,36.6,10.6,-136.997,136.997,192.103,6.166,13.456
2025-06-11T12:47:00.760Z,1749646020.760,327,-13.4,13.4,13.4,43.5142138,43.514215383,43.514210105,43.514204827,31.3,2.4,1.337,17256.844,4.0944574,4.094455982,4.094460709,4.094465435,2.5,-20.193,4.059,18.3,1749653220760.997,1749646020760.997,35.566,10,-134.928,134.928,192.072,6.176,12.924
2025-06-11T12:47:00.848Z,1749646020.848,329.6,-14.3,14.3,14.3,43.5142213,43.514222928,43.5142175,43.514212072,29.8,2.371,1.2,17257.816,4.0944512,4.094449883,4.094454274,4.094458666,2.5,29.884,4.024,18.3,1749653220848,1749646020848,34.701,10.7,-137.554,137.554,192.046,6.185,13.504
2025-06-11T12:47:00.956Z,1749646020.956,329,-15.8,15.8,15.8,43.5142288,43.514230418,43.514225024,43.514219629,28.7,2.336,1.1,17258.797,4.0944448,4.094443459,4.094447929,4.094452398,2.5,-5.505,3.981,18.4,1749653220956.999,1749646020956.999,33.618,10.5,-136.987,136.987,192.013,6.196,13.454
2025-06-11T12:47:01.065Z,1749646021.065,328.1,-15.1,15.1,15.1,43.5142363,43.514237903,43.51423256,43.514227217,27.6,2.3,1.1,17259.766,4.0944387,4.094437324,4.09444191,4.094446496,2.5,-8.257,3.937,18.4,1749653221065.999,1749646021065.999,32.534,10,-136.087,136.087,192.013,6.193,13.255
2025-06-11T12:47:01.160Z,1749646021.160,329,-15.5,15.5,15.5,43.5142438,43.514245418,43.514240024,43.514234629,27.7,2.8,1.1,17260.73,4.0944327,4.094431359,4.094435829,4.094440298,2.5,9.574,3.9,18.6,1749653221160,1749646021160,31.6,9.6,-136.968,136.968,192.032,6.184,13.596
2025-06-11T12:47:01.256Z,1749646021.256,330,-13.2,13.2,13.2,43.5142516,43.514253235,43.514247785,43.514242334,27.118,2.8,1.3,17261.729,4.0944266,4.094425298,4.094429637,4.094433976,2.5,10.309,4.1,18.7,1749653221256.998,1749646021256.998,31.115,9.6,-137.949,137.949,192.051,6.174,13.886
2025-06-11T12:47:01.360Z,1749646021.360,330.2,-13.1,13.1,13.1,43.5142591,43.514260738,43.514255277,43.514249816,26.5,2.7,1.4,17262.701,4.0944204,4.094419106,4.094423419,4.094427732,2.5,1.942,4.1,18.8,1749653221360,1749646021360,30.6,10.6,-138.128,138.128,192.072,6.164,13.999
