ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-11T13:01:00.060Z,1749646860.060,137.9,4.5,4.5,4.5,43.5128133,43.512811899,43.512816569,43.512821238,26.3,1.4,2.3,4670.4,4.1008066,4.100808345,4.100802527,4.100796709,2.5,,3.7,0,1749654060060,1749646860060,30,9.5,35.194,35.194,173.094,6.4,0
2025-06-11T13:01:00.158Z,1749646860.158,107.2,11.1,11.1,11.1,43.5128132,43.512812642,43.512814503,43.512816364,27.2,1.4,2.2,4670.414,4.1008067,4.100809187,4.100800897,4.100792607,2.5,-310.104,3.6,1.2,1749654060158.999,1749646860158.999,30.8,12.9,65.884,65.884,173.084,6.4,0.49
2025-06-11T13:01:00.259Z,1749646860.259,92.4,11.4,11.4,11.4,43.5128131,43.512813021,43.512813284,43.512813548,26.4,1,1.9,4670.44,4.100807,4.100809601,4.100800931,4.10079226,2.5,-147.999,2.9,2,1749654060259,1749646860259,29.3,13.5,80.674,80.674,173.074,6.4,0.324
2025-06-11T13:01:00.358Z,1749646860.358,95.9,12.9,12.9,12.9,43.5128129,43.512812706,43.512813353,43.512814,27.2,1,1.8,4670.486,4.1008075,4.10081009,4.100801458,4.100792826,2.5,35.354,2.8,2.1,1749654060358,1749646860358,30,15.3,77.164,77.164,173.064,6.4,0.467
2025-06-11T13:01:00.464Z,1749646860.464,95.3,11.8,11.8,11.8,43.5128128,43.512812626,43.512813207,43.512813788,27.415,0.9,1.961,4670.544,4.1008082,4.100810792,4.100802151,4.10079351,2.5,-5.608,2.8,2.8,1749654060464.997,1749646860464.997,30.215,17.5,77.754,77.754,173.053,6.4,0.594
2025-06-11T13:01:00.556Z,1749646860.556,74.2,8.2,8.2,8.2,43.5128126,43.512813114,43.5128114,43.512809687,27.6,0.7,2.1,4670.627,4.1008092,4.100811705,4.100803355,4.100795005,2.5,-229.348,2.8,3.8,1749654060556.997,1749646860556.997,30.4,18.1,98.844,98.844,173.044,6.4,0.584
2025-06-11T13:01:00.657Z,1749646860.657,57.4,-0.3,0.3,-0.3,43.5128127,43.512813717,43.512810326,43.512806936,26.211,0.326,1.7,4670.733,4.1008105,4.100812693,4.100805382,4.100798072,2.5,-166.333,2.396,5.3,1749654060657.999,1749646860657.999,29.087,14.8,115.634,115.634,173.034,6.4,2.293
2025-06-11T13:01:00.746Z,1749646860.746,39.4,-5.3,5.3,-5.3,43.5128129,43.512814359,43.512809496,43.512804633,25,0,1.656,4670.856,4.100812,4.100813652,4.100808144,4.100802636,2.5,-204.543,2.044,6,1749654060746,1749646860746,27.943,9.7,133.625,133.625,173.025,6.4,4.14
2025-06-11T13:01:00.857Z,1749646860.857,23.9,-9.2,9.2,-9.2,43.5128134,43.512815126,43.512809372,43.512803618,24.9,0,1.6,4671.004,4.1008137,4.100814755,4.100811239,4.100807723,2.5,-139.64,1.6,6.1,1749654060857,1749646860857,26.5,3.6,149.114,149.114,173.014,6.4,5.235
2025-06-11T13:01:00.956Z,1749646860.956,23.9,-13,13,-13,43.512814,43.512815726,43.512809972,43.512804218,23.9,0.2,2,4671.164,4.1008155,4.100816555,4.100813039,4.100809523,2.5,0,2.2,6.1,1749654060956.999,1749646860956.999,26.1,-0.5,149.104,149.104,173.004,6.4,5.234
