ISODateTimeUTC,SecondsSince1970,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Leg,Line_C,Line_L,Line_R,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,Side_lines,TimeLocal,TimeUTC,Total_lines,Trim,TWA_Abs,VMC,VMG,XTE,Heel,DistanceToLeader,COG,BelowLineCalc,TWD,TWS,TWA,SOG
2025-06-09T11:51:00.062Z,1749469860.062,20.5,20.5,43.5100881,43.510089882,43.510083942,43.510078002,,39.3,0.5,1.1,4594.058,,4.0994741,4.09947324,4.099476108,4.099478976,2.5,,,1.6,1749477060062,1749469860062,40.9,14.6,147.519,,9.701,,-20.5,,340.7,22.057,193.181,4.1,-147.519,11.5
2025-06-09T11:51:00.156Z,1749469860.156,21.7,21.7,43.5100933,43.510095042,43.510089236,43.51008343,,41.487,1.4,0.9,4594.705,,4.0994705,4.099469495,4.099472844,4.099476193,2.5,,-36.17,2.3,1749477060156,1749469860156,44.135,13.8,143.997,,9.465,,-21.7,,337.3,21.917,193.303,4.1,-143.997,11.7
2025-06-09T11:51:00.264Z,1749469860.264,24.5,24.5,43.5100985,43.510100197,43.51009454,43.510088884,,44,2,0.971,4595.356,,4.0994668,4.099465659,4.099469463,4.099473267,2.5,,-30.555,2.371,1749477060264,1749469860264,47.851,15.3,140.557,,9.113,,-24.5,,334,21.769,193.443,4.1,-140.557,11.8
2025-06-09T11:51:00.354Z,1749469860.354,27.7,27.7,43.5101036,43.51010527,43.510099703,43.510094136,,47.606,1.723,1.031,4596.013,,4.0994627,4.099461486,4.099465533,4.09946958,2.5,,-20,2.431,1749477060354,1749469860354,50.949,13.9,138.64,,8.932,,-27.7,,332.2,21.592,193.56,4.1,-138.64,11.9
2025-06-09T11:51:00.459Z,1749469860.459,26.3,26.3,43.5101084,43.510110038,43.510104577,43.510099116,,51.813,1.4,1.1,4596.658,,4.0994582,4.099456906,4.099461219,4.099465531,2.5,,-19.048,2.5,1749477060459,1749469860459,54.562,12.7,136.503,,8.705,,-26.3,,330.2,21.376,193.697,4.1,-136.503,12
2025-06-09T11:51:00.556Z,1749469860.556,24.6,24.6,43.5101129,43.510114452,43.510109278,43.510104104,,55.7,1.4,0.8,4597.291,,4.0994534,4.099451918,4.099456858,4.099461798,2.5,,-50.516,2.2,1749477060556,1749469860556,57.9,12.8,131.477,,8.08,,-24.6,,325.3,21.117,193.823,4.1,-131.477,12.2
2025-06-09T11:51:00.664Z,1749469860.664,25.7,25.7,43.5101173,43.510118792,43.510113819,43.510108846,,59.8,2,0.338,4597.936,,4.0994482,4.099446604,4.099451923,4.099457242,2.5,,-28.703,3.933,1749477060664,1749469860664,65.35,12.6,128.237,,7.613,,-25.7,,322.2,20.83,193.963,4.1,-128.237,12.3
2025-06-09T11:51:00.743Z,1749469860.743,26.2,26.2,43.5101214,43.510122823,43.51011808,43.510113338,,65.6,5.2,0,4598.572,,4.0994427,4.099440989,4.099446693,4.099452398,2.5,,-41.772,5.2,1749477060743,1749469860743,70.8,12.4,124.834,,7.083,,-26.2,,318.9,20.511,194.066,4.1,-124.834,12.4
2025-06-09T11:51:00.860Z,1749469860.860,26.7,26.7,43.5101252,43.510126549,43.510122052,43.510117556,,65.8,4.1,0.7,4599.208,,4.0994368,4.099434979,4.09944105,4.099447121,2.5,,-28.205,4.8,1749477060860,1749469860860,70.6,10.3,121.382,,6.457,,-26.7,,315.6,20.152,194.218,4.1,-121.382,12.4
2025-06-09T11:51:00.953Z,1749469860.953,28,28,43.5101281,43.510129366,43.510125146,43.510120927,,65,3.5,0.516,4599.81,,4.0994305,4.099428568,4.099435007,4.099441446,2.5,,-37.234,4.339,1749477060953.999,1749469860953.999,70.462,9.3,117.76,,5.822,,-28,,312.1,19.736,194.34,4.1,-117.76,12.5
