ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-11T12:22:00.061Z,1749644520.061,321.3,-13.7,13.7,13.7,43.5152192,43.515220673,43.515215762,43.51521085,27.9,1,2.7,8981.999,4.0953856,4.095383972,4.095389398,4.095394824,2.5,,12.9,18,1749651720061,1749644520061,111.5,9.7,-127.394,127.394,193.906,5.606,10.931
2025-06-11T12:22:00.158Z,1749644520.158,321.4,-18.6,18.6,18.6,43.5152256,43.515227076,43.515222157,43.515217239,28.3,0.9,2.799,8982.897,4.0953788,4.095377176,4.09538259,4.095388004,2.5,1.02,11.656,18,1749651720158.999,1749644520158.999,113.639,15,-127.484,127.484,193.916,5.616,10.954
2025-06-11T12:22:00.257Z,1749644520.257,322.2,-17.2,17.2,17.2,43.5152321,43.515233592,43.515228619,43.515223646,28.5,0.9,2.899,8983.8,4.0953721,4.095370504,4.095375823,4.095381142,2.5,8.081,10.4,18,1749651720257.998,1749644520257.998,115.8,14.9,-128.274,128.274,193.926,5.626,11.15
2025-06-11T12:22:00.358Z,1749644520.358,323.4,-15,15,15,43.515239,43.515240516,43.515235463,43.515230411,28.4,1,3,8984.734,4.0953655,4.095363948,4.095369122,4.095374296,2.5,12,9.2,18,1749651720358,1749644520358,111.5,13.1,-129.464,129.464,193.936,5.636,11.441
2025-06-11T12:22:00.457Z,1749644520.457,324.8,-14.4,14.4,14.4,43.5152459,43.515247443,43.5152423,43.515237157,28.3,1.2,3.2,8985.668,4.0953589,4.095357399,4.095362402,4.095367404,2.5,14,3.4,18,1749651720457.999,1749644520457.999,95.7,12.8,-130.854,130.854,193.946,5.646,11.774
2025-06-11T12:22:00.556Z,1749644520.556,325.1,-10,10,10,43.5152528,43.515254348,43.515249187,43.515244025,28.9,1.4,3.3,8986.589,4.0953526,4.09535111,4.095356076,4.095361041,2.5,3.031,6.535,18,1749651720556.997,1749644520556.997,99.878,11.4,-131.144,131.144,193.956,5.656,11.843
2025-06-11T12:22:00.657Z,1749644520.657,326.4,-15.2,15.2,15.2,43.5152598,43.515261373,43.515256131,43.515250889,29,1.45,3.3,8987.522,4.0953462,4.095344759,4.095349562,4.095354364,2.5,12.871,9.733,18,1749651720657.999,1749644520657.999,104.14,12.4,-132.434,132.434,193.966,5.666,12.145
2025-06-11T12:22:00.757Z,1749644520.757,325.9,-16.7,16.7,16.7,43.5152666,43.515268163,43.515262952,43.515257741,29.2,1.5,3.45,8988.434,4.0953399,4.09533844,4.095343306,4.095348171,2.5,-5,12.9,18,1749651720757.998,1749644520757.998,108.36,11.8,-131.924,131.924,193.976,5.676,12.027
2025-06-11T12:22:00.858Z,1749644520.858,326.1,-13,13,13,43.5152735,43.515275067,43.515269843,43.51526462,29.9,1.5,3.6,8989.346,4.0953338,4.095332348,4.095337188,4.095342029,2.5,2,9.2,18,1749651720858,1749644520858,112.58,11.3,-132.114,132.114,193.986,5.686,12.071
2025-06-11T12:22:00.956Z,1749644520.956,327.3,-14.1,14.1,14.1,43.5152803,43.515281889,43.515276593,43.515271297,29.7,1.3,3.2,8990.262,4.0953274,4.095325993,4.095330682,4.09533537,2.5,12.121,9.5,18,1749651720956.999,1749644520956.999,116.758,11.3,-133.304,133.304,193.996,5.696,12.346
