ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-08T07:47:00.059Z,1749368820.059,348.7,-34.3,34.3,34.3,43.5221805,43.522182351,43.52217618,43.522170008,62.3,0.2,4.4,6191.961,4.1066316,4.10663109,4.10663279,4.106634491,2.5,,4.6,14.9,1749376020059,1749368820059,66.9,9.2,-51.9,51.9,296.8,6.5,9.194
2025-06-08T07:47:00.158Z,1749368820.158,349.2,-38.2,38.2,38.2,43.522187,43.522188855,43.522182673,43.522176491,62.3,0.5,4.3,6192.718,4.1066288,4.106628312,4.106629938,4.106631565,2.5,5,4.8,14.9,1749376020158.999,1749368820158.999,67.1,7.7,-52.4,52.4,296.8,6.5,9.091
2025-06-08T07:47:00.262Z,1749368820.262,342.7,-38.8,38.8,38.8,43.5221937,43.522195503,43.522189494,43.522183485,61.6,0,4.3,6193.509,4.1066255,4.106624726,4.106627307,4.106629888,2.5,-63.106,4.3,14.8,1749376020262,1749368820262,65.9,6.9,-45.9,45.9,296.8,6.5,10.3
2025-06-08T07:47:00.359Z,1749368820.359,340.9,-36.5,36.5,36.5,43.5222003,43.522202084,43.522196137,43.52219019,64.1,0.2,4.6,6194.277,4.1066227,4.106621848,4.106624688,4.106627528,2.5,-18.557,4.8,14.9,1749376020359,1749368820359,68.9,6,-44.1,44.1,296.8,6.5,10.7
2025-06-08T07:47:00.459Z,1749368820.459,342.4,-38,38,38,43.5222068,43.5222086,43.522202601,43.522196602,67.417,0.2,4.399,6195.054,4.1066192,4.106618413,4.106621037,4.106623661,2.5,15,4.549,14.9,1749376020459,1749368820459,71.965,7.5,-45.6,45.6,296.8,6.5,10.425
2025-06-08T07:47:00.558Z,1749368820.558,338.8,-39.7,39.7,39.7,43.5222128,43.52221456,43.522208693,43.522202825,70.7,0.1,4.2,6195.798,4.1066151,4.106614158,4.106617297,4.106620436,2.5,-36.364,4.3,14.9,1749376020558,1749368820558,75,8.5,-42,42,296.8,6.5,11.073
2025-06-08T07:47:00.657Z,1749368820.657,333.4,-36.5,36.5,36.5,43.522219,43.522220688,43.522215061,43.522209434,73.2,0.1,4,6196.585,4.1066104,4.106609234,4.10661312,4.106617007,2.5,-54,4.1,14.9,1749376020657.999,1749368820657.999,77.3,6.9,-36.6,36.6,296.8,6.5,11.962
2025-06-08T07:47:00.747Z,1749368820.747,330.7,-35.7,35.7,35.7,43.5222243,43.522225947,43.522220458,43.52221497,72.3,0.2,4.1,6197.318,4.106605,4.106603726,4.106607973,4.106612221,2.5,-30.337,4.3,14.9,1749376020747,1749368820747,76.6,8.1,-33.9,33.9,296.8,6.5,12.367
2025-06-08T07:47:00.860Z,1749368820.860,324.1,-38.3,38.3,38.3,43.5222299,43.522231429,43.522226331,43.522221233,69.8,0.1,4.58,6198.065,4.1065999,4.106598373,4.106603463,4.106608552,2.5,-58.407,4.833,14.9,1749376020860,1749368820860,74.872,8.8,-27.3,27.3,296.8,6.5,13.24
2025-06-08T07:47:00.959Z,1749368820.959,326.6,-34.2,34.2,34.2,43.5222349,43.522236476,43.522231222,43.522225968,67.654,0.3,5,6198.786,4.1065942,4.106592767,4.106597544,4.106602322,2.5,25.253,5.3,14.9,1749376020959,1749368820959,73.358,7.2,-29.8,29.8,296.8,6.5,12.93
