ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-11T12:58:00.053Z,1749646680.053,326.8,-14.3,14.3,14.3,43.5148994,43.51490098,43.514895714,43.514890448,25.9,1,2,22328.502,4.0965896,4.096588174,4.096592926,4.096597678,2.5,,3,19.4,1749653880053.998,1749646680053.998,28.9,9.5,-137.316,137.316,189.484,6.295,14.261
2025-06-11T12:58:00.160Z,1749646680.160,328.2,-16.6,16.6,16.6,43.5149069,43.514908505,43.514903156,43.514897807,25.1,1.2,2,22329.479,4.0965833,4.096581928,4.096586501,4.096591074,2.5,13.208,3.2,19.3,1749653880160,1749646680160,28.3,13.1,-138.748,138.748,189.452,6.284,14.51
2025-06-11T12:58:00.257Z,1749646680.257,328.9,-14.4,14.4,14.4,43.5149147,43.514916317,43.514910928,43.514905539,24.803,1.4,2.148,22330.48,4.0965771,4.096575755,4.096580238,4.09658472,2.5,7.143,3.348,19.2,1749653880257.998,1749646680257.998,28.152,11.9,-139.477,139.477,189.423,6.274,14.595
2025-06-11T12:58:00.358Z,1749646680.358,329.9,-13,13,13,43.5149225,43.514924133,43.514918689,43.514913244,24.5,1.2,2.3,22331.482,4.0965709,4.096569594,4.096573947,4.096578299,2.5,10,3.5,19.2,1749653880358,1749646680358,28,10.1,-140.507,140.507,189.393,6.264,14.817
2025-06-11T12:58:00.447Z,1749646680.447,329.7,-9.1,9.1,9.1,43.5149301,43.51493173,43.514926296,43.514920863,24.5,1.3,2.2,22332.477,4.0965644,4.096563086,4.096567465,4.096571843,2.5,-2.247,3.5,19.2,1749653880447,1749646680447,28,7.7,-140.334,140.334,189.366,6.255,14.78
2025-06-11T12:58:00.561Z,1749646680.561,328.6,-16,16,16,43.5149378,43.514939412,43.51493404,43.514928668,23.7,1.264,2.089,22333.48,4.0965579,4.096556544,4.096561065,4.096565587,2.5,-9.649,3.417,19.3,1749653880561,1749646680561,28.89,10.1,-139.268,139.268,189.332,6.244,14.625
2025-06-11T12:58:00.657Z,1749646680.657,328.2,-18,18,18,43.5149453,43.514946905,43.514941556,43.514936207,25.4,1.233,1.995,22334.471,4.0965513,4.096549928,4.096554501,4.096559074,2.5,-4.167,3.346,19.3,1749653880657,1749646680657,29.639,11.8,-138.897,138.897,189.303,6.234,14.543
2025-06-11T12:58:00.762Z,1749646680.762,327.6,-12.8,12.8,12.8,43.5149529,43.514954494,43.51494918,43.514943867,26.9,1.2,1.893,22335.482,4.0965444,4.096543005,4.096547655,4.096552305,2.5,-5.714,3.27,19.3,1749653880762,1749646680762,30.459,9.6,-138.329,138.329,189.271,6.224,14.417
2025-06-11T12:58:00.857Z,1749646680.857,326.4,-17.1,17.1,17.1,43.5149603,43.514961873,43.514956631,43.514951389,28,1.4,1.8,22336.463,4.0965378,4.096536359,4.096541162,4.096545964,2.5,-12.632,3.2,19.4,1749653880857,1749646680857,31.2,10.3,-137.157,137.157,189.243,6.214,14.224
2025-06-11T12:58:00.957Z,1749646680.957,326.7,-15.4,15.4,15.4,43.5149679,43.514969478,43.514964218,43.514958958,29,1.3,1.9,22337.471,4.096531,4.096529571,4.096534335,4.0965391,2.5,2.971,3.2,19.3,1749653880957.999,1749646680957.999,32.2,9.5,-137.487,137.487,189.213,6.204,14.227
2025-06-11T12:58:01.056Z,1749646681.056,326.9,-18,18,18,43.5149757,43.514977282,43.514972009,43.514966737,30.3,1.4,1.7,22338.492,4.0965243,4.096522878,4.096527617,4.096532357,2.5,2.041,3.1,19.4,1749653881056,1749646681056,33.4,10,-137.694,137.694,189.206,6.211,14.348
2025-06-11T12:58:01.160Z,1749646681.160,328.1,-18.3,18.3,18.3,43.5149833,43.514984903,43.51497956,43.514974217,29.991,1.3,2,22339.492,4.0965177,4.096516324,4.09652091,4.096525496,2.5,11.539,3.3,19.4,1749653881160,1749646681160,33.263,9.1,-138.884,138.884,189.216,6.232,14.616
2025-06-11T12:58:01.257Z,1749646681.257,327.6,-13.7,13.7,13.7,43.514991,43.514992594,43.51498728,43.514981967,29.7,1.3,2,22340.504,4.096511,4.096509605,4.096514255,4.096518905,2.5,-5.102,3.3,19.4,1749653881257.998,1749646681257.998,33.133,8.5,-138.374,138.374,189.226,6.252,14.501
2025-06-11T12:58:01.359Z,1749646681.359,327.5,-12.2,12.2,12.2,43.5149986,43.515000192,43.514994884,43.514989577,29.4,1.4,2.2,22341.508,4.0965043,4.096502901,4.096507564,4.096512227,2.5,-0.99,3.6,19.5,1749653881359,1749646681359,33,7.7,-138.264,138.264,189.236,6.272,14.551
2025-06-11T12:58:01.456Z,1749646681.456,327.5,-12.7,12.7,12.7,43.515006,43.515007592,43.515002284,43.514996977,29.3,1.4,2.3,22342.502,4.0964974,4.096496001,4.096500664,4.096505327,2.5,0,3.7,19.5,1749653881456.999,1749646681456.999,33,7.1,-138.254,138.254,189.246,6.291,14.549
2025-06-11T12:58:01.546Z,1749646681.546,325.9,-16.6,16.6,16.6,43.5150133,43.515014863,43.515009652,43.515004441,28.7,1.5,2.1,22343.49,4.0964904,4.09648894,4.096493806,4.096498671,2.5,-17.977,3.6,19.5,1749653881546,1749646681546,32.3,8.2,-136.645,136.645,189.255,6.309,14.179
2025-06-11T12:58:01.660Z,1749646681.660,324.8,-19.6,19.6,19.6,43.5150207,43.515022243,43.5150171,43.515011957,29,1.5,2.2,22344.484,4.0964835,4.096481999,4.096487002,4.096492004,2.5,-9.565,3.7,19.5,1749653881660.999,1749646681660.999,32.7,9.3,-135.534,135.534,189.266,6.332,13.916
2025-06-11T12:58:01.762Z,1749646681.762,326.4,-17.8,17.8,17.8,43.5150282,43.515029773,43.515024531,43.515019289,30.7,1.4,2.252,22345.473,4.0964769,4.096475459,4.096480262,4.096485064,2.5,15.841,3.565,19.5,1749653881762,1749646681762,33.882,9.4,-137.124,137.124,189.276,6.352,14.29
2025-06-11T12:58:01.857Z,1749646681.857,327,-18.7,18.7,18.7,43.5150357,43.515037283,43.515032005,43.515026727,32.6,1.256,2.3,22346.473,4.0964701,4.096468682,4.096473409,4.096478135,2.5,6.316,3.438,19.5,1749653881857,1749646681857,34.994,9.2,-137.714,137.714,189.286,6.371,14.426
2025-06-11T12:58:01.960Z,1749646681.960,326.5,-19,19,19,43.515043,43.515044574,43.515039326,43.515034078,32.9,1.1,2.2,22347.447,4.0964634,4.096461963,4.096466753,4.096471543,2.5,-4.854,3.3,19.4,1749653881960,1749646681960,36.2,9.1,-137.204,137.204,189.296,6.392,14.235
2025-06-11T12:58:02.056Z,1749646682.056,326.3,-18.3,18.3,18.3,43.5150505,43.515052071,43.515046835,43.515041599,33.6,1.6,2.3,22348.441,4.0964567,4.096455255,4.096460071,4.096464886,2.5,-2.062,3.9,19.4,1749653882056.997,1749646682056.997,37.5,9.4,-137.011,137.011,189.289,6.394,14.191
2025-06-11T12:58:02.161Z,1749646682.161,327,-20.3,20.3,20.3,43.5150582,43.515059783,43.515054505,43.515049227,34.172,1.6,2.352,22349.453,4.09645,4.096448582,4.096453309,4.096458035,2.5,6.667,4.056,19.4,1749653882161.999,1749646682161.999,38.228,10,-137.732,137.732,189.268,6.384,14.356
2025-06-11T12:58:02.259Z,1749646682.259,327.5,-20.1,20.1,20.1,43.5150659,43.515067492,43.515062184,43.515056877,34.7,1.8,2.4,22350.463,4.0964434,4.096442001,4.096446664,4.096451327,2.5,5.155,4.2,19.4,1749653882259,1749646682259,38.9,10,-138.252,138.252,189.248,6.374,14.474
