ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG
2025-06-08T08:14:00.066Z,1749370440.066,205.3,19.2,19.2,19.2,43.5186969,43.518695193,43.518700883,43.518706573,25.9,4.1,0.3,3836.77,4.1060108,4.106009687,4.106013396,4.106017105,2.5,,4.4,1.5,1749377640066.999,1749370440066.999,30.3,-2.1,82.693,82.693,287.993,8.513,0.191
2025-06-08T08:14:00.157Z,1749370440.157,195.5,24.4,24.4,24.4,43.5186963,43.518694481,43.518700545,43.51870661,24.9,4,0.1,3836.841,4.1060105,4.106009804,4.106012124,4.106014443,2.5,-107.692,4.1,1.5,1749377640157.999,1749370440157.999,29,-2.9,92.484,92.484,287.984,8.532,0.065
2025-06-08T08:14:00.259Z,1749370440.259,205,23.1,23.1,23.1,43.5186958,43.518694089,43.518699793,43.518705497,24.441,3.8,0.3,3836.896,4.1060105,4.1060094,4.106013067,4.106016735,2.5,94.058,4.1,1.5,1749377640259,1749370440259,28.541,-4.5,82.974,82.974,287.974,8.552,0.183
2025-06-08T08:14:00.356Z,1749370440.356,177.1,15.3,15.3,15.3,43.5186956,43.518693714,43.5187,43.518706285,24,3.8,0.3,3836.929,4.1060108,4.106010932,4.106010493,4.106010054,2.5,-287.629,4.1,1.4,1749377640356,1749370440356,28.1,-2.4,110.864,110.864,287.964,8.571,0.499
2025-06-08T08:14:00.457Z,1749370440.457,145.8,7.8,7.8,7.8,43.5186951,43.518693538,43.518698744,43.518703949,24.359,3.732,0.6,3837.008,4.1060115,4.106012963,4.106008085,4.106003207,2.5,-306.866,4.074,1,1749377640457.999,1749370440457.999,29.228,0.9,142.154,142.154,287.954,8.592,0.79
2025-06-08T08:14:00.555Z,1749370440.555,130.1,3.2,3.2,3.2,43.5186949,43.518693684,43.518697738,43.518701791,24.7,3.668,0.8,3837.062,4.1060121,4.106014092,4.106007453,4.106000814,2.5,-161.854,4.05,1.3,1749377640555,1749370440555,30.3,2.2,157.844,157.844,287.944,8.611,1.204
2025-06-08T08:14:00.657Z,1749370440.657,112.4,1.7,1.7,,43.5186944,43.518693681,43.518696079,43.518698477,25.1,3.6,0.749,3837.147,4.1060129,4.106015307,4.106007283,4.105999259,2.5,-173.529,4.025,1.3,1749377640657,1749370440657,31.427,5.1,175.534,175.534,287.934,8.631,1.296
2025-06-08T08:14:00.755Z,1749370440.755,131,3,3,3,43.5186942,43.518692961,43.51869709,43.518701219,26.325,3.3,0.7,3837.2,4.1060135,4.106015465,4.106008915,4.106002365,2.5,189.796,4,1.5,1749377640755,1749370440755,32.511,4.5,156.924,156.924,287.924,8.651,1.38
2025-06-08T08:14:00.857Z,1749370440.857,118.4,4.2,4.2,4.2,43.5186938,43.518692902,43.518695895,43.518698889,27.6,4,0.97,3837.266,4.1060141,4.10601639,4.106008756,4.106001122,2.5,-123.529,5.187,1.5,1749377640857,1749370440857,33.638,5.3,169.514,169.514,287.914,8.671,1.475
2025-06-08T08:14:00.944Z,1749370440.944,135.1,-2.2,2.2,-2.2,43.5186933,43.518691963,43.518696421,43.518700878,28.4,5,1.2,3837.34,4.1060147,4.106016538,4.106010412,4.106004286,2.5,191.954,6.2,1.4,1749377640944,1749370440944,34.6,5.8,152.806,152.806,287.906,8.689,1.245
